file,emotion
thorsten-emotional_v02/sleepy/c928caac864a9d484bfd62b85b31b056.wav,sleepy
thorsten-emotional_v02/amused/49bb434142232d730a679e9fe018ec80.wav,amused
thorsten-emotional_v02/amused/faf85f24172060bdc009aca65b79a1ae.wav,amused
thorsten-emotional_v02/whisper/df2813abf27b8d400e7cf74cf6f61843.wav,whisper
thorsten-emotional_v02/whisper/120da424e5f603bf3d6d27a945d00bd3.wav,whisper
thorsten-emotional_v02/neutral/ac2163448f76b9dc391ad7061f262a41.wav,neutral
thorsten-emotional_v02/sleepy/0e8d9d5e2e11c7c08abc9f0b82fb7821.wav,sleepy
thorsten-emotional_v02/whisper/870030279a1d17158715424adf218fa6.wav,whisper
thorsten-emotional_v02/angry/1ac4c35691cc5a59f08688dc773ce882.wav,angry
thorsten-emotional_v02/angry/1b75915ecea7d6d7e3b6b47c02a22545.wav,angry
thorsten-emotional_v02/angry/94f9d93990bfbfff3da2a95ebfa9b277.wav,angry
thorsten-emotional_v02/surprised/aad7b24aabcbdc93c6943220d46a7a36.wav,surprised
thorsten-emotional_v02/whisper/e3213ea3e5365cd5371b718acee45c65.wav,whisper
thorsten-emotional_v02/surprised/b1e38571d7edc9095395372f188feac7.wav,surprised
thorsten-emotional_v02/drunk/d1415e5d98ef7a68559a8ff3a1c63cca.wav,drunk
thorsten-emotional_v02/angry/6a42d772e9e9718791d94b63af55c1d1.wav,angry
thorsten-emotional_v02/drunk/01427ad0db65c1bf9a47636f1114d1b1.wav,drunk
thorsten-emotional_v02/disgusted/cfee3879ec13e369be4d19e149be9be0.wav,disgusted
thorsten-emotional_v02/disgusted/284784d92dc43015703748e2ba188033.wav,disgusted
thorsten-emotional_v02/drunk/5b2910adaabe0702b4e0089128b3841e.wav,drunk
thorsten-emotional_v02/surprised/93273e9a87a757ba333ce08fafcbd512.wav,surprised
thorsten-emotional_v02/whisper/7fe9c8a498fade9a04586ec0ccd588dc.wav,whisper
thorsten-emotional_v02/disgusted/23d5ac48340871011cac14de0980b51c.wav,disgusted
thorsten-emotional_v02/amused/356144b7594561bd43dc3fbe2ae81f44.wav,amused
thorsten-emotional_v02/surprised/6b9bef4d92d7d7a97a32cbc02876354f.wav,surprised
thorsten-emotional_v02/sleepy/499795f4054ad25e839283b8e3893a81.wav,sleepy
thorsten-emotional_v02/surprised/106d5a7b05735126bbe67be9fa2ca981.wav,surprised
thorsten-emotional_v02/whisper/f15da1d7f03b87ca4c2b7ba92976cc28.wav,whisper
thorsten-emotional_v02/disgusted/1e29946989a5748bcb94f17aa0695795.wav,disgusted
thorsten-emotional_v02/drunk/6b9bef4d92d7d7a97a32cbc02876354f.wav,drunk
thorsten-emotional_v02/drunk/027a0f6d1d1345f0c56beb19c0508907.wav,drunk
thorsten-emotional_v02/drunk/cfee3879ec13e369be4d19e149be9be0.wav,drunk
thorsten-emotional_v02/surprised/204fc132a141bfa382f9ac91a2b95147.wav,surprised
thorsten-emotional_v02/surprised/b1d2068e3ea7cf5e97e70c05331fbd86.wav,surprised
thorsten-emotional_v02/surprised/49bb434142232d730a679e9fe018ec80.wav,surprised
thorsten-emotional_v02/disgusted/032e786180fb5657a237062d218c9080.wav,disgusted
thorsten-emotional_v02/surprised/71a85182e107d4356a9c8e438529a88f.wav,surprised
thorsten-emotional_v02/amused/5cffc11acde5c30380a26ad30d6c94d1.wav,amused
thorsten-emotional_v02/sleepy/879a17ff5992d582cae301099bc09ffa.wav,sleepy
thorsten-emotional_v02/disgusted/e36645ad1d11bc496ae87c1a223119ad.wav,disgusted
thorsten-emotional_v02/angry/78dc680c0b89e46a746ade1e69999193.wav,angry
thorsten-emotional_v02/drunk/e36645ad1d11bc496ae87c1a223119ad.wav,drunk
thorsten-emotional_v02/disgusted/996ed69d01448907d81f0268d58628b6.wav,disgusted
thorsten-emotional_v02/neutral/e0e54acd5d2f59e8a692c716dc2a47dc.wav,neutral
thorsten-emotional_v02/disgusted/57278766564f4c59c138643adc21aaac.wav,disgusted
thorsten-emotional_v02/whisper/45be6dff01d191a4c222527dc6355c3c.wav,whisper
thorsten-emotional_v02/drunk/05cda7183037c7fce301e80c0c664eab.wav,drunk
thorsten-emotional_v02/drunk/a88b7e0afbdb5b34d64689c9f6aa9e4e.wav,drunk
thorsten-emotional_v02/angry/beecf95389ece96bbbaac05432f360a5.wav,angry
thorsten-emotional_v02/neutral/d2ad7a26c70b327fb81f9def8686c7d1.wav,neutral
thorsten-emotional_v02/sleepy/106d5a7b05735126bbe67be9fa2ca981.wav,sleepy
thorsten-emotional_v02/drunk/f07edaa0fe802e83452221f2e6afe2da.wav,drunk
thorsten-emotional_v02/drunk/d20ae36c54d44620f9efb9ac5123e814.wav,drunk
thorsten-emotional_v02/drunk/8c20f475dbb2dcc5939f749a76221c84.wav,drunk
thorsten-emotional_v02/disgusted/7adb04805605f282ae3417bfd2e39efa.wav,disgusted
thorsten-emotional_v02/whisper/895f1b97a52cc11e248ed4c8dd2fb658.wav,whisper
thorsten-emotional_v02/sleepy/3da24b61836ab54f31166159df72cfae.wav,sleepy
thorsten-emotional_v02/surprised/bcbd84726a882f3d8354a5dfe66dec9b.wav,surprised
thorsten-emotional_v02/angry/17aec872be76c8cd896f42bee0517a8e.wav,angry
thorsten-emotional_v02/angry/488d199bee78154414a799e1c4363429.wav,angry
thorsten-emotional_v02/drunk/aa3f5247efada0122cff713bcfa5cbf1.wav,drunk
thorsten-emotional_v02/amused/2e096c779c7dd366096beb9df71a0436.wav,amused
thorsten-emotional_v02/disgusted/14d55daebab8273328b0123a77047885.wav,disgusted
thorsten-emotional_v02/whisper/89cdaffc8abd64800146baf3ed70b7cd.wav,whisper
thorsten-emotional_v02/neutral/a67efdeedc091237cbcfb907e02dbb33.wav,neutral
thorsten-emotional_v02/surprised/6d0886f1bcbaa6fcfdbfeb501d5c683c.wav,surprised
thorsten-emotional_v02/disgusted/d235e35af4d337a5a39dc1fa4ef2b218.wav,disgusted
thorsten-emotional_v02/angry/c2c32794431883f9a9d6058254e998c0.wav,angry
thorsten-emotional_v02/angry/95e536e1aab4ff006d26a88264f10aa4.wav,angry
thorsten-emotional_v02/disgusted/5feeeb07ccb4f20dcd94feb817c06135.wav,disgusted
thorsten-emotional_v02/surprised/df91542a9832323e2ccba7853af6db19.wav,surprised
thorsten-emotional_v02/angry/02e002e2a51a601e99c4b0ff85dac351.wav,angry
thorsten-emotional_v02/amused/7a774396ec5358d19e6176861d6574a4.wav,amused
thorsten-emotional_v02/whisper/057856e43693f84ee95bc8bd1c438e35.wav,whisper
thorsten-emotional_v02/surprised/bb9f85586a2700cad15c61ac262035a8.wav,surprised
thorsten-emotional_v02/amused/f7545687313dacdc04311b708a8db72e.wav,amused
thorsten-emotional_v02/angry/8d52965e9327ef3fb6be286d7a513290.wav,angry
thorsten-emotional_v02/sleepy/b53a7acf0d73c5ad24da7af7782263b2.wav,sleepy
thorsten-emotional_v02/disgusted/1b75915ecea7d6d7e3b6b47c02a22545.wav,disgusted
thorsten-emotional_v02/disgusted/e54788f9263438d2d399a790dcbf1c77.wav,disgusted
thorsten-emotional_v02/neutral/895f1b97a52cc11e248ed4c8dd2fb658.wav,neutral
thorsten-emotional_v02/sleepy/824a3574614d527ccba1d4e47e5b8ffd.wav,sleepy
thorsten-emotional_v02/surprised/2cc2cc4a34b961ef1657cc82dbd18875.wav,surprised
thorsten-emotional_v02/whisper/cdccec8cf1cbd21e4cbccb1259e2a2af.wav,whisper
thorsten-emotional_v02/angry/879a17ff5992d582cae301099bc09ffa.wav,angry
thorsten-emotional_v02/amused/488d199bee78154414a799e1c4363429.wav,amused
thorsten-emotional_v02/drunk/5ea8176d00be54145e493f680e861258.wav,drunk
thorsten-emotional_v02/surprised/7aef3103366cbad3c98da73e50480c18.wav,surprised
thorsten-emotional_v02/whisper/7433f6531fa5204a3944cbe4cd3df399.wav,whisper
thorsten-emotional_v02/drunk/b8bd8e9f93b68b30a0061317fa0e2109.wav,drunk
thorsten-emotional_v02/angry/aad7b24aabcbdc93c6943220d46a7a36.wav,angry
thorsten-emotional_v02/whisper/5d80082764fa6bd8b588c697cb910477.wav,whisper
thorsten-emotional_v02/drunk/7eb5168df5f4345cec9096b59d7249e0.wav,drunk
thorsten-emotional_v02/neutral/37773d61d5c91c12d49e55e2b041c0cd.wav,neutral
thorsten-emotional_v02/sleepy/c55992d59d3a8e7e7617782ff6ae5a53.wav,sleepy
thorsten-emotional_v02/drunk/9c330d91d84c3893c5d9649cb9819ea8.wav,drunk
thorsten-emotional_v02/whisper/c510be376e2d4d8034fa283f9f20f1a9.wav,whisper
thorsten-emotional_v02/drunk/e1c3131b7f183036ce88fbc11c4add4c.wav,drunk
thorsten-emotional_v02/angry/df4bc633bc08c3190b1fb1112487776e.wav,angry
thorsten-emotional_v02/sleepy/23d5ac48340871011cac14de0980b51c.wav,sleepy
thorsten-emotional_v02/surprised/f8de0126841bb0196a2e2f075c22870e.wav,surprised
thorsten-emotional_v02/neutral/c80199cce515533b23fc8e6df74e1143.wav,neutral
thorsten-emotional_v02/angry/1e29946989a5748bcb94f17aa0695795.wav,angry
thorsten-emotional_v02/drunk/6f8664b0e7ddf6765e06729c11e70be4.wav,drunk
thorsten-emotional_v02/neutral/01427ad0db65c1bf9a47636f1114d1b1.wav,neutral
thorsten-emotional_v02/whisper/03b9c88c85fbdebe89f523426214435e.wav,whisper
thorsten-emotional_v02/amused/6521fa8dbb919c30b3a10420f759ec67.wav,amused
thorsten-emotional_v02/whisper/d340de9b711d7b64d8ecfa439e857be3.wav,whisper
thorsten-emotional_v02/disgusted/fa377fb02742e5bdc95c25ef6d5faec6.wav,disgusted
thorsten-emotional_v02/drunk/2cc2cc4a34b961ef1657cc82dbd18875.wav,drunk
thorsten-emotional_v02/disgusted/cafd435e393351bf7b65cf440e6f5720.wav,disgusted
thorsten-emotional_v02/disgusted/0cdc6161b0ae7935120ca8c0a3e5de86.wav,disgusted
thorsten-emotional_v02/disgusted/848137d02e97288ecc69087b1b80ca50.wav,disgusted
thorsten-emotional_v02/surprised/3610f6924ae384c8fbcfd8b8c14c7197.wav,surprised
thorsten-emotional_v02/whisper/6521fa8dbb919c30b3a10420f759ec67.wav,whisper
thorsten-emotional_v02/amused/6ead2a87707ff5148eb01609b5fe4303.wav,amused
thorsten-emotional_v02/neutral/02eeb8713b9abb865bb32484cc8a0415.wav,neutral
thorsten-emotional_v02/drunk/ef9147f83ace2585d5930ec6b20294a9.wav,drunk
thorsten-emotional_v02/amused/523e01af06ae9f7de26164b04070151b.wav,amused
thorsten-emotional_v02/surprised/c38ec23a61d998c5d217e163c3fe1393.wav,surprised
thorsten-emotional_v02/angry/3874ca9fedca443688d55d6f7fb9180c.wav,angry
thorsten-emotional_v02/drunk/2e096c779c7dd366096beb9df71a0436.wav,drunk
thorsten-emotional_v02/amused/d8166e129cd492914eda12a2973794a1.wav,amused
thorsten-emotional_v02/whisper/f8de0126841bb0196a2e2f075c22870e.wav,whisper
thorsten-emotional_v02/whisper/9ab71e50cfefd71f27d1c2b7bb57d17c.wav,whisper
thorsten-emotional_v02/surprised/29df50889144d8e39a5d2f6c62e41060.wav,surprised
thorsten-emotional_v02/drunk/06616ab4a22a9cd2f593e9a7624bd7f9.wav,drunk
thorsten-emotional_v02/drunk/1eee197f84f4cc61c43b19b720d582c1.wav,drunk
thorsten-emotional_v02/sleepy/118d9ce1f1b4e74669d95ff40282cf8a.wav,sleepy
thorsten-emotional_v02/neutral/fb5a42c7ce12b7342cb89e32018f2bc7.wav,neutral
thorsten-emotional_v02/amused/996ed69d01448907d81f0268d58628b6.wav,amused
thorsten-emotional_v02/disgusted/9f1941cc99b024678bec6729d822a44c.wav,disgusted
thorsten-emotional_v02/surprised/bdcb80ac3fb3cea03000ba0c0851a8a4.wav,surprised
thorsten-emotional_v02/neutral/f546beaa37626e587c1990ea40731f26.wav,neutral
thorsten-emotional_v02/disgusted/5db3ae7a98e2a799d6d126b036aec95f.wav,disgusted
thorsten-emotional_v02/surprised/5ec27c723e8d1a807791823d63078625.wav,surprised
thorsten-emotional_v02/neutral/2e096c779c7dd366096beb9df71a0436.wav,neutral
thorsten-emotional_v02/surprised/9ab71e50cfefd71f27d1c2b7bb57d17c.wav,surprised
thorsten-emotional_v02/disgusted/eb201839a6688c18cb7f58b58f3edd5a.wav,disgusted
thorsten-emotional_v02/whisper/94f9d93990bfbfff3da2a95ebfa9b277.wav,whisper
thorsten-emotional_v02/amused/bdcb80ac3fb3cea03000ba0c0851a8a4.wav,amused
thorsten-emotional_v02/amused/bdf199ae7985ae4ced4edbe9d86220ba.wav,amused
thorsten-emotional_v02/neutral/aff5db4056eb7a6273f41537f3b9798c.wav,neutral
thorsten-emotional_v02/sleepy/cafd435e393351bf7b65cf440e6f5720.wav,sleepy
thorsten-emotional_v02/angry/881573f41479190900144279dacb32fb.wav,angry
thorsten-emotional_v02/amused/5f1ee1e40c87aa7aa5f9b4b813dc48ad.wav,amused
thorsten-emotional_v02/drunk/a606192efbdbec79a21567e64cc2f384.wav,drunk
thorsten-emotional_v02/neutral/e54788f9263438d2d399a790dcbf1c77.wav,neutral
thorsten-emotional_v02/amused/876bcba332038d8a336e765cf03a774c.wav,amused
thorsten-emotional_v02/amused/ee12daf613390b645676fd5f14262885.wav,amused
thorsten-emotional_v02/amused/0dba81726269f43de26ecd0dd2f2f18a.wav,amused
thorsten-emotional_v02/neutral/49bb434142232d730a679e9fe018ec80.wav,neutral
thorsten-emotional_v02/angry/f8de0126841bb0196a2e2f075c22870e.wav,angry
thorsten-emotional_v02/whisper/98d66ee6bbf4285ac07061cddb38dbb8.wav,whisper
thorsten-emotional_v02/drunk/17a5a8163ef7fdc9272d621282b636b8.wav,drunk
thorsten-emotional_v02/whisper/ccf819b47c1b7a1f0974b38c21662949.wav,whisper
thorsten-emotional_v02/disgusted/e9016e15d0eb17a2a5cbd69d51216445.wav,disgusted
thorsten-emotional_v02/sleepy/0ed873f60f8b85126279fee940830e17.wav,sleepy
thorsten-emotional_v02/whisper/106d5a7b05735126bbe67be9fa2ca981.wav,whisper
thorsten-emotional_v02/angry/5feeeb07ccb4f20dcd94feb817c06135.wav,angry
thorsten-emotional_v02/whisper/d703e674c8156089799132aaa150328b.wav,whisper
thorsten-emotional_v02/amused/8d52965e9327ef3fb6be286d7a513290.wav,amused
thorsten-emotional_v02/amused/1e29946989a5748bcb94f17aa0695795.wav,amused
thorsten-emotional_v02/sleepy/bdf199ae7985ae4ced4edbe9d86220ba.wav,sleepy
thorsten-emotional_v02/drunk/5fa814017c58bded3a204ca5f4f0e7c1.wav,drunk
thorsten-emotional_v02/angry/9040370553f76e40013806914d442ea0.wav,angry
thorsten-emotional_v02/whisper/1cdba12b2f8998174ee54c52040d1c2e.wav,whisper
thorsten-emotional_v02/neutral/e91a475330d576a6bc2fb82f8be4586d.wav,neutral
thorsten-emotional_v02/surprised/7cc2e3a17f8e1e10ae30dc9f8bffa807.wav,surprised
thorsten-emotional_v02/amused/22db8146e5f96d035a116261a26835e0.wav,amused
thorsten-emotional_v02/neutral/6bdbdc53adc9db53e62a8e3388c0edae.wav,neutral
thorsten-emotional_v02/neutral/3d9fd059941aa764cfc886dca675033f.wav,neutral
thorsten-emotional_v02/disgusted/37773d61d5c91c12d49e55e2b041c0cd.wav,disgusted
thorsten-emotional_v02/drunk/c8a74986aa0a0f0725ae3812b925a176.wav,drunk
thorsten-emotional_v02/whisper/5d5326ab40422ebfd47367faa93b6364.wav,whisper
thorsten-emotional_v02/amused/aff5db4056eb7a6273f41537f3b9798c.wav,amused
thorsten-emotional_v02/disgusted/d9224fa20bd51ebd67c586e02cd41872.wav,disgusted
thorsten-emotional_v02/disgusted/f546beaa37626e587c1990ea40731f26.wav,disgusted
thorsten-emotional_v02/sleepy/057856e43693f84ee95bc8bd1c438e35.wav,sleepy
thorsten-emotional_v02/disgusted/a621b934b5ae24b3ca86cd61a367b314.wav,disgusted
thorsten-emotional_v02/sleepy/b1e38571d7edc9095395372f188feac7.wav,sleepy
thorsten-emotional_v02/surprised/e9016e15d0eb17a2a5cbd69d51216445.wav,surprised
thorsten-emotional_v02/whisper/31952592964b2a3e715f1bea81bdc3cf.wav,whisper
thorsten-emotional_v02/sleepy/4e45f6770d146bc20452d8337a8b2954.wav,sleepy
thorsten-emotional_v02/neutral/f2b06aa1103c26d530cc919c5b423224.wav,neutral
thorsten-emotional_v02/surprised/0cf91be5ce94ff566520aa47a5b573c8.wav,surprised
thorsten-emotional_v02/amused/9cf56ebdfb08362be4a28fe2ef14ffa9.wav,amused
thorsten-emotional_v02/surprised/118d9ce1f1b4e74669d95ff40282cf8a.wav,surprised
thorsten-emotional_v02/surprised/19530ce4aa44bd69b299f21b8e50e325.wav,surprised
thorsten-emotional_v02/angry/79a13ef2c77be70ffde9ce56a0704a1a.wav,angry
thorsten-emotional_v02/angry/8c20f475dbb2dcc5939f749a76221c84.wav,angry
thorsten-emotional_v02/angry/1f1ca7913abac16ba5bcddcd86bb15ae.wav,angry
thorsten-emotional_v02/drunk/0aaf116f8774a140909231e0b610dc98.wav,drunk
thorsten-emotional_v02/neutral/118d9ce1f1b4e74669d95ff40282cf8a.wav,neutral
thorsten-emotional_v02/drunk/c38ec23a61d998c5d217e163c3fe1393.wav,drunk
thorsten-emotional_v02/neutral/d703e674c8156089799132aaa150328b.wav,neutral
thorsten-emotional_v02/sleepy/9cf56ebdfb08362be4a28fe2ef14ffa9.wav,sleepy
thorsten-emotional_v02/sleepy/2e096c779c7dd366096beb9df71a0436.wav,sleepy
thorsten-emotional_v02/amused/e3213ea3e5365cd5371b718acee45c65.wav,amused
thorsten-emotional_v02/disgusted/5e200b1cce097daca482c5f9721d2c48.wav,disgusted
thorsten-emotional_v02/sleepy/e36645ad1d11bc496ae87c1a223119ad.wav,sleepy
thorsten-emotional_v02/neutral/2cc90eb146f6d574cb75553bb7956a42.wav,neutral
thorsten-emotional_v02/neutral/1eee197f84f4cc61c43b19b720d582c1.wav,neutral
thorsten-emotional_v02/sleepy/e0e54acd5d2f59e8a692c716dc2a47dc.wav,sleepy
thorsten-emotional_v02/disgusted/b1d25edd12709b5883dc7037b1a17c25.wav,disgusted
thorsten-emotional_v02/neutral/14d3540813a9eb6d2f90dbf966ac1c7a.wav,neutral
thorsten-emotional_v02/sleepy/7eb5168df5f4345cec9096b59d7249e0.wav,sleepy
thorsten-emotional_v02/neutral/19530ce4aa44bd69b299f21b8e50e325.wav,neutral
thorsten-emotional_v02/sleepy/9ab71e50cfefd71f27d1c2b7bb57d17c.wav,sleepy
thorsten-emotional_v02/disgusted/a20c363bc6e6f256f7ab93fe0ab37e31.wav,disgusted
thorsten-emotional_v02/disgusted/1f1ca7913abac16ba5bcddcd86bb15ae.wav,disgusted
thorsten-emotional_v02/drunk/895f1b97a52cc11e248ed4c8dd2fb658.wav,drunk
thorsten-emotional_v02/sleepy/1ac4c35691cc5a59f08688dc773ce882.wav,sleepy
thorsten-emotional_v02/neutral/ce18ee6b3e1f09e3c6e7337485941a98.wav,neutral
thorsten-emotional_v02/neutral/06616ab4a22a9cd2f593e9a7624bd7f9.wav,neutral
thorsten-emotional_v02/amused/f07edaa0fe802e83452221f2e6afe2da.wav,amused
thorsten-emotional_v02/disgusted/d3ca93ef620ed46361678aeec621daa8.wav,disgusted
thorsten-emotional_v02/surprised/f15da1d7f03b87ca4c2b7ba92976cc28.wav,surprised
thorsten-emotional_v02/neutral/d1415e5d98ef7a68559a8ff3a1c63cca.wav,neutral
thorsten-emotional_v02/neutral/2face71ad5da55177d8495b8c8d3e430.wav,neutral
thorsten-emotional_v02/neutral/645607a5efbc0dbc96f62a9000feb393.wav,neutral
thorsten-emotional_v02/drunk/14d3540813a9eb6d2f90dbf966ac1c7a.wav,drunk
thorsten-emotional_v02/surprised/cfee3879ec13e369be4d19e149be9be0.wav,surprised
thorsten-emotional_v02/surprised/03f5eea4317f51989cf09c5e9414dad1.wav,surprised
thorsten-emotional_v02/amused/8c20f475dbb2dcc5939f749a76221c84.wav,amused
thorsten-emotional_v02/angry/de1ba192b59a6846405f59baf5f783ac.wav,angry
thorsten-emotional_v02/disgusted/f2b06aa1103c26d530cc919c5b423224.wav,disgusted
thorsten-emotional_v02/sleepy/bb9f85586a2700cad15c61ac262035a8.wav,sleepy
thorsten-emotional_v02/sleepy/cd57694dbe20439724f4fcf13acee69f.wav,sleepy
thorsten-emotional_v02/neutral/523e01af06ae9f7de26164b04070151b.wav,neutral
thorsten-emotional_v02/drunk/1910c7ff4e2def4080401802af5b6575.wav,drunk
thorsten-emotional_v02/angry/bd322332d5fccf9c4a52a0f99a35a272.wav,angry
thorsten-emotional_v02/surprised/0cdc6161b0ae7935120ca8c0a3e5de86.wav,surprised
thorsten-emotional_v02/neutral/3905e846c9c7e1954cc713b9642120a0.wav,neutral
thorsten-emotional_v02/whisper/a00b8b7a854e70751e9f8a232b23ab4e.wav,whisper
thorsten-emotional_v02/amused/7aef3103366cbad3c98da73e50480c18.wav,amused
thorsten-emotional_v02/amused/0cdc6161b0ae7935120ca8c0a3e5de86.wav,amused
thorsten-emotional_v02/sleepy/f65b9582999eeb9674ea9a50505b4940.wav,sleepy
thorsten-emotional_v02/whisper/7aef3103366cbad3c98da73e50480c18.wav,whisper
thorsten-emotional_v02/amused/b1e38571d7edc9095395372f188feac7.wav,amused
thorsten-emotional_v02/drunk/c510be376e2d4d8034fa283f9f20f1a9.wav,drunk
thorsten-emotional_v02/whisper/cd57694dbe20439724f4fcf13acee69f.wav,whisper
thorsten-emotional_v02/surprised/356144b7594561bd43dc3fbe2ae81f44.wav,surprised
thorsten-emotional_v02/drunk/eec9fb56bcf2c0ac7e108af965af928e.wav,drunk
thorsten-emotional_v02/drunk/ac2163448f76b9dc391ad7061f262a41.wav,drunk
thorsten-emotional_v02/sleepy/3d9fd059941aa764cfc886dca675033f.wav,sleepy
thorsten-emotional_v02/whisper/c55992d59d3a8e7e7617782ff6ae5a53.wav,whisper
thorsten-emotional_v02/amused/1f1ca7913abac16ba5bcddcd86bb15ae.wav,amused
thorsten-emotional_v02/drunk/562f68a850d519763399ea954e31ac83.wav,drunk
thorsten-emotional_v02/whisper/0cdc6161b0ae7935120ca8c0a3e5de86.wav,whisper
thorsten-emotional_v02/angry/d2ad7a26c70b327fb81f9def8686c7d1.wav,angry
thorsten-emotional_v02/amused/98d66ee6bbf4285ac07061cddb38dbb8.wav,amused
thorsten-emotional_v02/surprised/89cdaffc8abd64800146baf3ed70b7cd.wav,surprised
thorsten-emotional_v02/disgusted/0e8d9d5e2e11c7c08abc9f0b82fb7821.wav,disgusted
thorsten-emotional_v02/amused/f15da1d7f03b87ca4c2b7ba92976cc28.wav,amused
thorsten-emotional_v02/whisper/fa9ebce043df577b3bc6072bf86ae8cf.wav,whisper
thorsten-emotional_v02/disgusted/b0e0bf7e44be6dcbc688cbe6bb1a5418.wav,disgusted
thorsten-emotional_v02/neutral/1b75915ecea7d6d7e3b6b47c02a22545.wav,neutral
thorsten-emotional_v02/surprised/1f1ca7913abac16ba5bcddcd86bb15ae.wav,surprised
thorsten-emotional_v02/neutral/876bcba332038d8a336e765cf03a774c.wav,neutral
thorsten-emotional_v02/drunk/5feeeb07ccb4f20dcd94feb817c06135.wav,drunk
thorsten-emotional_v02/drunk/120da424e5f603bf3d6d27a945d00bd3.wav,drunk
thorsten-emotional_v02/whisper/8873a38876c84195a74b7713844c3eb0.wav,whisper
thorsten-emotional_v02/disgusted/6f8664b0e7ddf6765e06729c11e70be4.wav,disgusted
thorsten-emotional_v02/amused/7c2099e30e26633af1f08bad32364a9f.wav,amused
thorsten-emotional_v02/disgusted/f163672ff831b1954cf7e7b55f6a7791.wav,disgusted
thorsten-emotional_v02/amused/264679e68600689491d4da21a721d6c6.wav,amused
thorsten-emotional_v02/neutral/74be69c7641b81ecb5e97470afaeed3a.wav,neutral
thorsten-emotional_v02/surprised/3da24b61836ab54f31166159df72cfae.wav,surprised
thorsten-emotional_v02/disgusted/5bbf7f15ccaf379be3dad6a2fc8996bc.wav,disgusted
thorsten-emotional_v02/disgusted/d8166e129cd492914eda12a2973794a1.wav,disgusted
thorsten-emotional_v02/disgusted/895210e9b8f516bd11624e9e1e62afca.wav,disgusted
thorsten-emotional_v02/disgusted/05d94286a41ff5df520d01206d0e317e.wav,disgusted
thorsten-emotional_v02/angry/f6329fe025cd02238fe3ec9c3e1ece46.wav,angry
thorsten-emotional_v02/disgusted/74be69c7641b81ecb5e97470afaeed3a.wav,disgusted
thorsten-emotional_v02/surprised/7335b89d01ace51a27612027b7ab974e.wav,surprised
thorsten-emotional_v02/surprised/c17e076fb1484b0b6086a40151b5727b.wav,surprised
thorsten-emotional_v02/surprised/058c1a5cce561cd0af5e62e07ca8de40.wav,surprised
thorsten-emotional_v02/neutral/5d80082764fa6bd8b588c697cb910477.wav,neutral
thorsten-emotional_v02/disgusted/63633ef35b3176388d58b7a8285648ca.wav,disgusted
thorsten-emotional_v02/whisper/824a3574614d527ccba1d4e47e5b8ffd.wav,whisper
thorsten-emotional_v02/angry/a13b24594ce9fa72f9ea8ac72fb8ea99.wav,angry
thorsten-emotional_v02/sleepy/099a43d59b1539b8aa0d6dc74db5772e.wav,sleepy
thorsten-emotional_v02/amused/00f0a2d86d55a19e08c1676a16307cbd.wav,amused
thorsten-emotional_v02/angry/06616ab4a22a9cd2f593e9a7624bd7f9.wav,angry
thorsten-emotional_v02/whisper/af54332394ebde78def58fae7ae28c55.wav,whisper
thorsten-emotional_v02/surprised/f8aae86fc4bf2747879f12a2082ae9cb.wav,surprised
thorsten-emotional_v02/neutral/faf85f24172060bdc009aca65b79a1ae.wav,neutral
thorsten-emotional_v02/disgusted/94f9d93990bfbfff3da2a95ebfa9b277.wav,disgusted
thorsten-emotional_v02/angry/7adb04805605f282ae3417bfd2e39efa.wav,angry
thorsten-emotional_v02/amused/eeb7558b90c6c160afcdff23abddc315.wav,amused
thorsten-emotional_v02/surprised/e0e54acd5d2f59e8a692c716dc2a47dc.wav,surprised
thorsten-emotional_v02/neutral/ae511dbe76b568d1b68c0b8e3af5237e.wav,neutral
thorsten-emotional_v02/drunk/a637674f2d11226c24f75ee73cd888e6.wav,drunk
thorsten-emotional_v02/amused/efc456360d30f5c3b4d4392b87ee0967.wav,amused
thorsten-emotional_v02/neutral/a2b097e9376cb5f49536614fefd752eb.wav,neutral
thorsten-emotional_v02/neutral/d340de9b711d7b64d8ecfa439e857be3.wav,neutral
thorsten-emotional_v02/neutral/22db8146e5f96d035a116261a26835e0.wav,neutral
thorsten-emotional_v02/whisper/91672c17b212888eb37fdeb75071cd3a.wav,whisper
thorsten-emotional_v02/surprised/e91a475330d576a6bc2fb82f8be4586d.wav,surprised
thorsten-emotional_v02/sleepy/4cf7ee9ab2e611309c5553ad0a7ac091.wav,sleepy
thorsten-emotional_v02/disgusted/027a0f6d1d1345f0c56beb19c0508907.wav,disgusted
thorsten-emotional_v02/drunk/5d5326ab40422ebfd47367faa93b6364.wav,drunk
thorsten-emotional_v02/surprised/f2b06aa1103c26d530cc919c5b423224.wav,surprised
thorsten-emotional_v02/neutral/8fcd69c42d6773cf7992127362a63d68.wav,neutral
thorsten-emotional_v02/sleepy/aaa0f0b9beb82ea3bb7f88616c0ea35e.wav,sleepy
thorsten-emotional_v02/sleepy/645607a5efbc0dbc96f62a9000feb393.wav,sleepy
thorsten-emotional_v02/disgusted/2cc90eb146f6d574cb75553bb7956a42.wav,disgusted
thorsten-emotional_v02/neutral/381fa424ffde5cd456287fb5324d22fb.wav,neutral
thorsten-emotional_v02/angry/efc456360d30f5c3b4d4392b87ee0967.wav,angry
