file,emotion,valence,arousal,dominance
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0188_0102.wav,neu,3.6,3.4,3.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0076.wav,neu,4.1,3.2,3.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0081.wav,neu,4.0,2.6,3.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0082.wav,neu,4.333333,4.333333,3.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0230.wav,neu,3.9,3.45,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0239.wav,neu,5.083333,3.75,4.083333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0289.wav,neu,4.615385,4.384615,4.615385
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0338.wav,neu,4.6,3.4,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0431.wav,neu,4.6,3.4,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0467.wav,neu,4.4,2.8,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0479.wav,neu,4.0,2.5,3.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0504.wav,neu,3.6,2.8,3.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0521.wav,neu,4.4,3.6,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0522.wav,hap,4.6,3.6,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0534.wav,neu,2.6,4.4,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0544.wav,hap,5.681818,5.0,5.181818
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0551.wav,hap,5.8,5.5,5.35
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0575.wav,neu,4.5,3.833333,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0189_0593.wav,hap,5.642857,3.928571,4.285714
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0191_0107.wav,hap,4.6,4.8,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0191_0192.wav,hap,5.307692,5.923077,5.538462
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0192_0005.wav,neu,3.8,3.2,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0192_0069.wav,neu,4.2,4.0,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0192_0087.wav,neu,4.333333,4.666667,4.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0192_0112.wav,neu,3.2,3.4,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0119.wav,hap,5.166667,4.833333,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0255.wav,hap,5.615385,6.0,5.769231
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0265.wav,hap,5.2,5.0,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0547.wav,hap,5.666667,5.25,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0825.wav,hap,6.384615,6.076923,5.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0851.wav,hap,6.2,5.2,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0852.wav,hap,4.923077,5.307692,5.076923
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_0865.wav,hap,5.923077,5.846154,5.615385
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_1022.wav,neu,4.461538,4.461538,4.538462
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_1116.wav,hap,6.230769,5.692308,5.307692
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_1245.wav,neu,4.4,5.2,5.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0193_1311.wav,neu,4.4,2.4,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0194_0255.wav,hap,5.45,4.7,4.45
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0194_0584.wav,neu,3.421053,3.052632,3.894737
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0194_0616.wav,neu,3.833333,2.333333,2.611111
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0194_0631.wav,neu,4.2,3.4,2.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0029.wav,hap,6.076923,5.923077,5.461538
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0034.wav,hap,5.176471,5.588235,5.705882
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0036.wav,hap,6.0,5.0,5.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0068.wav,hap,4.8,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0081.wav,hap,5.461538,5.692308,5.384615
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0092.wav,hap,5.461538,5.769231,5.384615
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0097.wav,hap,5.944444,5.666667,5.444444
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0100.wav,ang,2.0,5.368421,5.421053
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0113.wav,hap,5.473684,5.894737,5.736842
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0116.wav,hap,4.666667,5.722222,5.222222
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0118.wav,hap,5.384615,5.846154,5.384615
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0136.wav,neu,3.833333,4.833333,4.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0143.wav,neu,4.428571,4.642857,4.857143
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0154.wav,neu,4.2,4.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0155.wav,hap,5.692308,5.384615,4.923077
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0185.wav,neu,3.8,3.6,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0247.wav,neu,3.785714,4.5,4.928571
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0248.wav,neu,4.0,4.0,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0274.wav,ang,2.6,5.0,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0275.wav,ang,3.2,6.1,5.05
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0277.wav,hap,5.470588,5.411765,5.176471
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0284.wav,hap,5.769231,6.230769,5.538462
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0296.wav,neu,4.769231,5.384615,4.846154
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0300.wav,ang,1.894737,6.157895,5.631579
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0301.wav,sad,2.076923,5.384615,4.153846
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0308.wav,hap,5.857143,5.357143,5.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0329.wav,hap,3.8,6.2,5.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0331.wav,ang,3.5,6.3,6.3
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0338.wav,ang,2.714286,6.357143,6.142857
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0345.wav,ang,2.846154,5.461538,5.461538
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0352.wav,ang,2.0,6.153846,5.615385
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0391.wav,ang,2.15,6.05,6.05
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0394.wav,neu,4.7,4.95,4.9
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0396.wav,neu,4.0,4.4,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0406.wav,ang,3.2,5.4,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0457.wav,hap,5.263158,5.526316,4.894737
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0462.wav,hap,5.75,5.916667,5.75
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0470.wav,ang,2.526316,6.157895,5.842105
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0498.wav,hap,5.416667,5.083333,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0195_0508.wav,neu,3.714286,5.5,5.357143
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0013.wav,hap,5.421053,4.736842,5.105263
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0029.wav,neu,3.538462,3.0,4.076923
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0126.wav,neu,3.8,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0183.wav,hap,5.0,5.714286,5.357143
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0272.wav,neu,4.5,4.0,4.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0287.wav,neu,2.421053,2.894737,3.105263
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0312.wav,hap,5.615385,6.461538,6.076923
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0327.wav,neu,4.4,4.8,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0334.wav,hap,5.307692,5.846154,4.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0346.wav,hap,5.153846,4.538462,4.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0374.wav,neu,4.8,4.0,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0383.wav,neu,3.6,2.2,2.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0389.wav,neu,3.6,3.8,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0426.wav,hap,5.684211,5.473684,4.842105
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0473.wav,hap,4.0,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0196_0478.wav,neu,4.2,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0197_0032.wav,neu,3.9,4.4,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0197_0091.wav,neu,4.4,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0197_0170.wav,neu,3.8,3.6,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0197_0239.wav,neu,4.538462,2.846154,3.846154
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0197_0316.wav,neu,4.75,3.125,4.25
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0197_0417.wav,neu,3.642857,2.428571,2.857143
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0197_0445.wav,neu,4.0,3.230769,3.307692
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0198_0014.wav,neu,4.4,4.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0198_0021.wav,neu,4.0,4.2,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0198_0115.wav,neu,3.1,3.4,4.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0198_0199.wav,hap,4.0,5.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0198_0215.wav,neu,3.4,4.0,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0198_0219.wav,hap,5.0,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0198_0268.wav,neu,4.0,3.8,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0006.wav,hap,5.2,4.6,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0084.wav,ang,2.769231,5.076923,4.615385
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0147.wav,neu,3.461538,2.769231,3.153846
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0222.wav,neu,4.6,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0272.wav,neu,3.666667,3.5,4.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0304.wav,neu,4.166667,4.0,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0349.wav,hap,5.692308,4.769231,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0354.wav,hap,5.166667,4.333333,4.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0199_0355.wav,sad,3.923077,5.153846,4.307692
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0063.wav,neu,4.923077,5.153846,5.615385
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0065.wav,neu,4.4,4.4,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0073.wav,sad,3.538462,3.846154,4.076923
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0077.wav,neu,4.666667,3.166667,4.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0172.wav,neu,4.2,4.0,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0199.wav,hap,5.6,4.2,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0244.wav,neu,5.230769,4.769231,4.384615
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0200_0278.wav,neu,4.4,3.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0201_0178.wav,hap,5.0,5.0,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0201_0205.wav,hap,5.333333,5.166667,5.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0201_0243.wav,neu,5.2,4.6,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0201_0247.wav,hap,5.5,5.25,5.25
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0201_0258.wav,hap,5.076923,5.923077,5.538462
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_0446.wav,neu,3.8,5.8,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_0451.wav,neu,5.0,5.8,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_0459.wav,ang,3.0,5.5,5.25
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_0472.wav,neu,3.076923,5.769231,5.692308
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_0486.wav,ang,2.684211,5.894737,5.631579
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_0490.wav,neu,3.8,5.4,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_0606.wav,hap,5.076923,5.076923,5.307692
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_1189.wav,neu,4.5,4.833333,5.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_1269.wav,neu,3.333333,3.833333,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_1857.wav,neu,3.4,3.8,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_2115.wav,ang,3.153846,5.615385,6.153846
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0203_2293.wav,ang,3.076923,6.076923,6.230769
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0018.wav,neu,4.2,5.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0035.wav,hap,5.631579,5.105263,4.894737
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0050.wav,neu,4.6,4.6,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0066.wav,neu,4.6,4.8,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0077.wav,neu,4.611111,4.888889,4.611111
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0104.wav,neu,4.666667,4.5,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0143.wav,neu,4.4,4.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0145.wav,neu,3.4,4.0,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0148.wav,neu,4.235294,3.235294,4.058824
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0150.wav,neu,3.4,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0182.wav,neu,4.2,4.4,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0196.wav,neu,4.823529,4.058824,4.411765
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0213.wav,neu,5.166667,5.166667,5.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0204_0218.wav,hap,5.0,4.8,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0205_0027.wav,ang,3.153846,5.153846,5.384615
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0206_0117.wav,neu,4.461538,3.230769,3.461538
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0206_0199.wav,neu,4.3,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0206_0218.wav,hap,5.153846,4.461538,4.230769
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0206_0324.wav,neu,4.2,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0206_0364.wav,hap,5.928571,4.714286,4.571429
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0044.wav,hap,5.526316,5.105263,4.894737
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0046.wav,neu,4.2,4.0,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0049.wav,hap,4.4,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0063.wav,neu,4.4,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0090.wav,neu,3.4,4.0,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0096.wav,hap,4.6,4.8,5.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0147.wav,neu,4.0,3.2,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0193.wav,neu,4.2,3.5,3.9
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0194.wav,neu,4.2,4.4,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0241.wav,neu,4.307692,5.0,4.538462
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0259.wav,hap,5.6,3.8,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0272.wav,hap,5.615385,5.384615,5.153846
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0281.wav,neu,5.0,5.0,4.636364
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0290.wav,neu,4.2,5.0,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0296.wav,hap,4.666667,4.166667,4.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0302.wav,neu,5.0,4.6,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0307.wav,neu,4.333333,5.0,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0311.wav,hap,4.615385,5.076923,4.769231
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0343.wav,ang,2.555556,4.555556,5.333333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0207_0356.wav,neu,4.0,3.8,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0208_0023.wav,neu,4.333333,4.666667,4.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0019.wav,neu,4.5,3.666667,4.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0035.wav,neu,4.6,2.6,3.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0117.wav,hap,5.461538,4.692308,4.307692
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0123.wav,neu,5.166667,3.5,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0136.wav,neu,4.8,2.8,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0146.wav,neu,4.333333,4.0,4.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0185.wav,hap,5.5,4.0,4.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0205.wav,neu,3.6,3.0,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0216.wav,neu,4.0,3.333333,3.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0209_0220.wav,neu,4.4,3.0,3.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0210_0032.wav,neu,4.4,3.4,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0210_0246.wav,hap,5.0,4.833333,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0003.wav,hap,5.666667,5.75,5.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0022.wav,neu,4.2,4.4,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0031.wav,neu,4.2,3.0,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0089.wav,hap,5.4,4.8,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0121.wav,neu,4.4,4.8,3.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0130.wav,neu,4.0,5.2,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0133.wav,neu,4.5,4.5,4.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0138.wav,neu,4.0,5.142857,4.428571
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0213_0146.wav,neu,4.6,5.2,5.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0064.wav,neu,4.2,3.6,3.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0107.wav,neu,4.769231,3.230769,3.769231
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0140.wav,sad,3.4,3.4,3.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0161.wav,neu,3.666667,3.166667,3.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0196.wav,hap,4.8,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0325.wav,ang,2.615385,6.0,5.769231
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0362.wav,hap,5.333333,5.75,5.5
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0490.wav,neu,4.5,4.333333,4.166667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0585.wav,neu,4.4,4.0,3.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0707.wav,neu,3.833333,5.166667,5.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0767.wav,neu,3.6,3.4,2.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0817.wav,hap,4.5,5.5,4.833333
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0818.wav,hap,6.25,6.083333,5.75
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_0972.wav,hap,4.3,5.4,5.1
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0214_1058.wav,hap,4.692308,4.307692,3.923077
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0012.wav,neu,4.263158,4.210526,4.421053
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0013.wav,neu,4.2,5.0,4.8
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0016.wav,neu,4.4,4.8,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0071.wav,neu,3.777778,2.611111,3.388889
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0083.wav,neu,4.6,4.4,4.2
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0096.wav,hap,4.8,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0102.wav,neu,4.307692,4.769231,4.846154
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0103.wav,hap,4.2,5.2,4.4
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0107.wav,neu,4.0,4.2,4.0
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0136.wav,neu,4.4,4.6,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0142.wav,neu,4.6,4.4,3.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0152.wav,ang,3.1,5.7,5.25
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0153.wav,neu,3.8,4.8,4.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0169.wav,neu,3.611111,3.0,3.666667
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0178.wav,neu,3.8,3.0,3.6
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0203.wav,hap,4.625,3.916667,4.25
./MSP-PODCAST-Publish-1.8/Audios/MSP-PODCAST_0215_0230.wav,neu,3.6,5.2,5.4
