file,emotion,gender,speaker,language,prototypicality
DEMoS/DEMOS/NP_m_58_gio02c.wav,happiness,male,58,italian,NP
DEMoS/DEMOS/NP_f_46_sor13b.wav,surprise,female,46,italian,NP
DEMoS/DEMOS/NP_m_06_rab10b.wav,anger,male,06,italian,NP
DEMoS/DEMOS/NP_f_40_pau05b.wav,fear,female,40,italian,NP
DEMoS/DEMOS/NP_f_43_dis02c.wav,disgust,female,43,italian,NP
DEMoS/DEMOS/NP_f_44_sor12b.wav,surprise,female,44,italian,NP
DEMoS/DEMOS/NP_f_48_tri03b.wav,sadness,female,48,italian,NP
DEMoS/DEMOS/NP_f_56_sor03b.wav,surprise,female,56,italian,NP
DEMoS/DEMOS/NP_f_54_dis04c.wav,disgust,female,54,italian,NP
DEMoS/DEMOS/NP_m_07_rab06b.wav,anger,male,07,italian,NP
DEMoS/DEMOS/NP_f_47_col11b.wav,guilt,female,47,italian,NP
DEMoS/DEMOS/NP_m_59_dis09b.wav,disgust,male,59,italian,NP
DEMoS/DEMOS/NP_f_45_gio06b.wav,happiness,female,45,italian,NP
DEMoS/DEMOS/NP_f_45_dis03c.wav,disgust,female,45,italian,NP
DEMoS/DEMOS/NP_m_28_col03b.wav,guilt,male,28,italian,NP
DEMoS/DEMOS/NP_f_48_dis23b.wav,disgust,female,48,italian,NP
DEMoS/DEMOS/PR_m_02_gio17b.wav,happiness,male,02,italian,PR
DEMoS/DEMOS/NP_m_52_dis12b.wav,disgust,male,52,italian,NP
DEMoS/DEMOS/NP_m_26_gio10b.wav,happiness,male,26,italian,NP
DEMoS/DEMOS/NP_f_40_tri14b.wav,sadness,female,40,italian,NP
DEMoS/DEMOS/NP_m_65_gio02b.wav,happiness,male,65,italian,NP
DEMoS/DEMOS/NP_f_47_dis22b.wav,disgust,female,47,italian,NP
DEMoS/DEMOS/PR_m_33_gio04c.wav,happiness,male,33,italian,PR
DEMoS/DEMOS/NP_m_41_pau09b.wav,fear,male,41,italian,NP
DEMoS/DEMOS/NP_m_09_dis12b.wav,disgust,male,09,italian,NP
DEMoS/DEMOS/NP_m_14_col08b.wav,guilt,male,14,italian,NP
DEMoS/DEMOS/NP_m_09_rab12b.wav,anger,male,09,italian,NP
DEMoS/DEMOS/PR_m_05_tri01b.wav,sadness,male,05,italian,PR
DEMoS/DEMOS/NP_m_25_tri10b.wav,sadness,male,25,italian,NP
DEMoS/DEMOS/PR_m_11_tri09b.wav,sadness,male,11,italian,PR
DEMoS/DEMOS/NP_f_45_rab18b.wav,anger,female,45,italian,NP
DEMoS/DEMOS/NP_f_38_col01c.wav,guilt,female,38,italian,NP
DEMoS/DEMOS/PR_m_08_tri05b.wav,sadness,male,08,italian,PR
DEMoS/DEMOS/NP_m_16_sor13b.wav,surprise,male,16,italian,NP
DEMoS/DEMOS/PR_m_59_sor07b.wav,surprise,male,59,italian,PR
DEMoS/DEMOS/NP_f_44_col02c.wav,guilt,female,44,italian,NP
DEMoS/DEMOS/NP_m_58_tri07b.wav,sadness,male,58,italian,NP
DEMoS/DEMOS/NP_f_44_gio20b.wav,happiness,female,44,italian,NP
DEMoS/DEMOS/PR_m_19_rab17b.wav,anger,male,19,italian,PR
DEMoS/DEMOS/NP_f_37_rab01c.wav,anger,female,37,italian,NP
DEMoS/DEMOS/NP_m_32_tri03c.wav,sadness,male,32,italian,NP
DEMoS/DEMOS/NP_m_30_gio02b.wav,happiness,male,30,italian,NP
DEMoS/DEMOS/NP_m_27_dis08b.wav,disgust,male,27,italian,NP
DEMoS/DEMOS/NP_m_41_rab20b.wav,anger,male,41,italian,NP
DEMoS/DEMOS/PR_m_66_col02c.wav,guilt,male,66,italian,PR
DEMoS/DEMOS/NP_f_29_col11b.wav,guilt,female,29,italian,NP
DEMoS/DEMOS/NP_m_58_col00a.wav,guilt,male,58,italian,NP
DEMoS/DEMOS/NP_m_13_tri12b.wav,sadness,male,13,italian,NP
DEMoS/DEMOS/NP_f_47_gio20b.wav,happiness,female,47,italian,NP
DEMoS/DEMOS/NP_m_64_rab09b.wav,anger,male,64,italian,NP
DEMoS/DEMOS/NP_m_67_pau13b.wav,fear,male,67,italian,NP
DEMoS/DEMOS/PR_f_22_tri02b.wav,sadness,female,22,italian,PR
DEMoS/DEMOS/PR_f_57_sor02c.wav,surprise,female,57,italian,PR
DEMoS/DEMOS/NP_f_55_sor11b.wav,surprise,female,55,italian,NP
DEMoS/DEMOS/NP_m_04_tri18b.wav,sadness,male,04,italian,NP
DEMoS/DEMOS/NP_f_17_tri02b.wav,sadness,female,17,italian,NP
DEMoS/DEMOS/PR_f_60_dis91b.wav,disgust,female,60,italian,PR
DEMoS/DEMOS/NP_f_55_gio01c.wav,happiness,female,55,italian,NP
DEMoS/DEMOS/NP_f_36_tri06b.wav,sadness,female,36,italian,NP
DEMoS/DEMOS/NP_m_51_dis00a.wav,disgust,male,51,italian,NP
DEMoS/DEMOS/NP_m_30_pau06b.wav,fear,male,30,italian,NP
DEMoS/DEMOS/NP_m_05_dis00a.wav,disgust,male,05,italian,NP
DEMoS/DEMOS/NP_m_25_tri07b.wav,sadness,male,25,italian,NP
DEMoS/DEMOS/NP_m_05_rab11b.wav,anger,male,05,italian,NP
DEMoS/DEMOS/NP_f_56_rab18b.wav,anger,female,56,italian,NP
DEMoS/DEMOS/NP_m_41_sor11b.wav,surprise,male,41,italian,NP
DEMoS/DEMOS/NP_f_47_col07c.wav,guilt,female,47,italian,NP
DEMoS/DEMOS/NP_m_02_rab08b.wav,anger,male,02,italian,NP
DEMoS/DEMOS/NP_f_60_tri02c.wav,sadness,female,60,italian,NP
DEMoS/DEMOS/NP_f_61_rab10b.wav,anger,female,61,italian,NP
DEMoS/DEMOS/PR_f_29_rab16b.wav,anger,female,29,italian,PR
DEMoS/DEMOS/PR_m_58_dis01c.wav,disgust,male,58,italian,PR
DEMoS/DEMOS/NP_m_06_dis01b.wav,disgust,male,06,italian,NP
DEMoS/DEMOS/NP_f_47_tri12b.wav,sadness,female,47,italian,NP
DEMoS/DEMOS/PR_m_53_rab10b.wav,anger,male,53,italian,PR
DEMoS/DEMOS/NP_m_58_col03c.wav,guilt,male,58,italian,NP
DEMoS/DEMOS/NP_f_01_pau12b.wav,fear,female,01,italian,NP
DEMoS/DEMOS/PR_m_05_col12b.wav,guilt,male,05,italian,PR
DEMoS/DEMOS/NP_m_62_rab11b.wav,anger,male,62,italian,NP
DEMoS/DEMOS/NP_m_67_pau09b.wav,fear,male,67,italian,NP
DEMoS/DEMOS/NP_m_07_pau02b.wav,fear,male,07,italian,NP
DEMoS/DEMOS/NP_m_65_gio16b.wav,happiness,male,65,italian,NP
DEMoS/DEMOS/NP_m_03_gio11b.wav,happiness,male,03,italian,NP
DEMoS/DEMOS/NP_f_36_dis07c.wav,disgust,female,36,italian,NP
DEMoS/DEMOS/NP_f_01_tri06b.wav,sadness,female,01,italian,NP
DEMoS/DEMOS/NP_f_36_dis10b.wav,disgust,female,36,italian,NP
DEMoS/DEMOS/NP_f_01_pau02b.wav,fear,female,01,italian,NP
DEMoS/DEMOS/NP_f_43_pau02b.wav,fear,female,43,italian,NP
DEMoS/DEMOS/NP_m_15_gio00a.wav,happiness,male,15,italian,NP
DEMoS/DEMOS/PR_m_11_rab14b.wav,anger,male,11,italian,PR
DEMoS/DEMOS/NP_f_57_dis11b.wav,disgust,female,57,italian,NP
DEMoS/DEMOS/NP_m_25_dis12b.wav,disgust,male,25,italian,NP
DEMoS/DEMOS/PR_m_66_col10b.wav,guilt,male,66,italian,PR
DEMoS/DEMOS/NP_m_66_gio02c.wav,happiness,male,66,italian,NP
DEMoS/DEMOS/NP_m_13_dis11b.wav,disgust,male,13,italian,NP
DEMoS/DEMOS/PR_f_29_gio92b.wav,happiness,female,29,italian,PR
DEMoS/DEMOS/NP_m_68_gio04c.wav,happiness,male,68,italian,NP
DEMoS/DEMOS/NP_f_43_dis01b.wav,disgust,female,43,italian,NP
DEMoS/DEMOS/NP_f_54_dis06b.wav,disgust,female,54,italian,NP
DEMoS/DEMOS/NP_f_44_dis03c.wav,disgust,female,44,italian,NP
DEMoS/DEMOS/NP_f_46_gio17b.wav,happiness,female,46,italian,NP
DEMoS/DEMOS/NP_f_44_dis02c.wav,disgust,female,44,italian,NP
DEMoS/DEMOS/NP_m_28_dis12b.wav,disgust,male,28,italian,NP
DEMoS/DEMOS/NP_f_57_gio01b.wav,happiness,female,57,italian,NP
DEMoS/DEMOS/NP_f_29_sor12b.wav,surprise,female,29,italian,NP
DEMoS/DEMOS/NP_m_58_sor01b.wav,surprise,male,58,italian,NP
DEMoS/DEMOS/NP_m_25_pau03b.wav,fear,male,25,italian,NP
DEMoS/DEMOS/NP_f_45_dis16b.wav,disgust,female,45,italian,NP
DEMoS/DEMOS/PR_m_63_pau01c.wav,fear,male,63,italian,PR
DEMoS/DEMOS/NP_m_13_dis23b.wav,disgust,male,13,italian,NP
DEMoS/DEMOS/NP_m_14_rab12b.wav,anger,male,14,italian,NP
DEMoS/DEMOS/PR_m_24_rab20b.wav,anger,male,24,italian,PR
DEMoS/DEMOS/NP_m_50_dis23b.wav,disgust,male,50,italian,NP
DEMoS/DEMOS/NP_f_49_col08b.wav,guilt,female,49,italian,NP
DEMoS/DEMOS/NP_f_37_pau01c.wav,fear,female,37,italian,NP
DEMoS/DEMOS/NP_m_63_rab17b.wav,anger,male,63,italian,NP
DEMoS/DEMOS/PR_m_11_tri03b.wav,sadness,male,11,italian,PR
DEMoS/DEMOS/NP_m_19_tri17b.wav,sadness,male,19,italian,NP
DEMoS/DEMOS/NP_m_11_sor02b.wav,surprise,male,11,italian,NP
DEMoS/DEMOS/NP_m_14_col06b.wav,guilt,male,14,italian,NP
DEMoS/DEMOS/NP_m_42_dis20b.wav,disgust,male,42,italian,NP
DEMoS/DEMOS/NP_f_40_gio12b.wav,happiness,female,40,italian,NP
DEMoS/DEMOS/NP_f_47_gio07b.wav,happiness,female,47,italian,NP
DEMoS/DEMOS/NP_f_01_rab08b.wav,anger,female,01,italian,NP
DEMoS/DEMOS/NP_f_49_gio17b.wav,happiness,female,49,italian,NP
DEMoS/DEMOS/NP_m_27_dis21b.wav,disgust,male,27,italian,NP
DEMoS/DEMOS/PR_m_27_rab10b.wav,anger,male,27,italian,PR
DEMoS/DEMOS/NP_m_04_pau05b.wav,fear,male,04,italian,NP
DEMoS/DEMOS/NP_f_38_rab08b.wav,anger,female,38,italian,NP
DEMoS/DEMOS/NP_f_56_pau02b.wav,fear,female,56,italian,NP
DEMoS/DEMOS/NP_m_41_sor09b.wav,surprise,male,41,italian,NP
DEMoS/DEMOS/NP_f_31_col11b.wav,guilt,female,31,italian,NP
DEMoS/DEMOS/NP_f_46_dis10b.wav,disgust,female,46,italian,NP
DEMoS/DEMOS/PR_m_59_pau09c.wav,fear,male,59,italian,PR
DEMoS/DEMOS/PR_m_05_tri06b.wav,sadness,male,05,italian,PR
DEMoS/DEMOS/NP_m_32_pau06b.wav,fear,male,32,italian,NP
DEMoS/DEMOS/PR_f_57_tri03c.wav,sadness,female,57,italian,PR
DEMoS/DEMOS/NP_f_43_col12b.wav,guilt,female,43,italian,NP
DEMoS/DEMOS/NP_m_34_gio08b.wav,happiness,male,34,italian,NP
DEMoS/DEMOS/NP_m_34_col11b.wav,guilt,male,34,italian,NP
DEMoS/DEMOS/NP_f_38_dis03c.wav,disgust,female,38,italian,NP
DEMoS/DEMOS/NP_m_51_dis19b.wav,disgust,male,51,italian,NP
DEMoS/DEMOS/NP_f_01_dis13b.wav,disgust,female,01,italian,NP
DEMoS/DEMOS/NP_f_60_dis02c.wav,disgust,female,60,italian,NP
DEMoS/DEMOS/NP_f_45_rab05b.wav,anger,female,45,italian,NP
DEMoS/DEMOS/NP_m_26_gio02b.wav,happiness,male,26,italian,NP
DEMoS/DEMOS/NP_f_38_col05b.wav,guilt,female,38,italian,NP
DEMoS/DEMOS/NP_m_51_sor06b.wav,surprise,male,51,italian,NP
DEMoS/DEMOS/NP_m_62_col12b.wav,guilt,male,62,italian,NP
DEMoS/DEMOS/PR_m_15_tri09b.wav,sadness,male,15,italian,PR
DEMoS/DEMOS/NP_m_41_gio06b.wav,happiness,male,41,italian,NP
DEMoS/DEMOS/PR_m_59_dis01c.wav,disgust,male,59,italian,PR
DEMoS/DEMOS/NP_m_14_dis13b.wav,disgust,male,14,italian,NP
DEMoS/DEMOS/NP_f_31_pau10b.wav,fear,female,31,italian,NP
DEMoS/DEMOS/NP_m_13_tri06b.wav,sadness,male,13,italian,NP
DEMoS/DEMOS/NP_m_68_tri03b.wav,sadness,male,68,italian,NP
DEMoS/DEMOS/NP_m_51_dis23b.wav,disgust,male,51,italian,NP
DEMoS/DEMOS/PR_m_30_sor06b.wav,surprise,male,30,italian,PR
DEMoS/DEMOS/NP_f_61_sor06b.wav,surprise,female,61,italian,NP
DEMoS/DEMOS/NP_m_13_dis20b.wav,disgust,male,13,italian,NP
DEMoS/DEMOS/NP_f_47_rab08b.wav,anger,female,47,italian,NP
DEMoS/DEMOS/NP_m_27_gio06b.wav,happiness,male,27,italian,NP
DEMoS/DEMOS/NP_m_07_dis07b.wav,disgust,male,07,italian,NP
DEMoS/DEMOS/NP_m_39_col03b.wav,guilt,male,39,italian,NP
DEMoS/DEMOS/NP_m_08_dis10b.wav,disgust,male,08,italian,NP
DEMoS/DEMOS/PR_f_22_rab16b.wav,anger,female,22,italian,PR
DEMoS/DEMOS/NP_m_15_tri16b.wav,sadness,male,15,italian,NP
DEMoS/DEMOS/NP_m_58_sor00a.wav,surprise,male,58,italian,NP
DEMoS/DEMOS/NP_m_63_rab11b.wav,anger,male,63,italian,NP
DEMoS/DEMOS/NP_m_03_dis23b.wav,disgust,male,03,italian,NP
DEMoS/DEMOS/NP_m_10_rab11b.wav,anger,male,10,italian,NP
DEMoS/DEMOS/NP_m_63_rab20b.wav,anger,male,63,italian,NP
DEMoS/DEMOS/NP_f_61_pau05b.wav,fear,female,61,italian,NP
DEMoS/DEMOS/NP_m_65_dis08b.wav,disgust,male,65,italian,NP
DEMoS/DEMOS/PR_m_23_tri09b.wav,sadness,male,23,italian,PR
DEMoS/DEMOS/NP_m_20_dis09b.wav,disgust,male,20,italian,NP
DEMoS/DEMOS/NP_f_49_rab15b.wav,anger,female,49,italian,NP
DEMoS/DEMOS/NP_m_20_tri12b.wav,sadness,male,20,italian,NP
DEMoS/DEMOS/NP_m_34_tri02b.wav,sadness,male,34,italian,NP
DEMoS/DEMOS/NP_f_40_pau01c.wav,fear,female,40,italian,NP
DEMoS/DEMOS/NP_f_48_pau12b.wav,fear,female,48,italian,NP
DEMoS/DEMOS/NP_f_38_sor12b.wav,surprise,female,38,italian,NP
DEMoS/DEMOS/NP_m_63_sor04b.wav,surprise,male,63,italian,NP
DEMoS/DEMOS/NP_m_32_dis21b.wav,disgust,male,32,italian,NP
DEMoS/DEMOS/NP_m_04_pau12b.wav,fear,male,04,italian,NP
DEMoS/DEMOS/PR_m_68_rab00a.wav,anger,male,68,italian,PR
DEMoS/DEMOS/PR_m_58_tri02c.wav,sadness,male,58,italian,PR
DEMoS/DEMOS/NP_m_13_dis19b.wav,disgust,male,13,italian,NP
DEMoS/DEMOS/NP_m_63_col08b.wav,guilt,male,63,italian,NP
DEMoS/DEMOS/NP_m_24_tri09b.wav,sadness,male,24,italian,NP
DEMoS/DEMOS/NP_m_18_pau13b.wav,fear,male,18,italian,NP
DEMoS/DEMOS/NP_f_54_dis18b.wav,disgust,female,54,italian,NP
DEMoS/DEMOS/PR_m_28_tri10b.wav,sadness,male,28,italian,PR
DEMoS/DEMOS/NP_m_06_gio14b.wav,happiness,male,06,italian,NP
DEMoS/DEMOS/NP_f_45_pau13c.wav,fear,female,45,italian,NP
DEMoS/DEMOS/PR_m_23_col12b.wav,guilt,male,23,italian,PR
DEMoS/DEMOS/NP_m_05_col11b.wav,guilt,male,05,italian,NP
DEMoS/DEMOS/NP_m_11_sor13b.wav,surprise,male,11,italian,NP
DEMoS/DEMOS/NP_m_09_sor01b.wav,surprise,male,09,italian,NP
DEMoS/DEMOS/NP_m_02_dis11b.wav,disgust,male,02,italian,NP
DEMoS/DEMOS/NP_m_20_dis10b.wav,disgust,male,20,italian,NP
DEMoS/DEMOS/NP_f_43_gio04b.wav,happiness,female,43,italian,NP
DEMoS/DEMOS/NP_m_15_rab00a.wav,anger,male,15,italian,NP
DEMoS/DEMOS/NP_m_65_rab17b.wav,anger,male,65,italian,NP
DEMoS/DEMOS/NP_f_44_dis03b.wav,disgust,female,44,italian,NP
DEMoS/DEMOS/NP_f_55_pau10b.wav,fear,female,55,italian,NP
DEMoS/DEMOS/NP_m_07_col02b.wav,guilt,male,07,italian,NP
DEMoS/DEMOS/NP_m_52_dis22b.wav,disgust,male,52,italian,NP
DEMoS/DEMOS/PR_m_67_tri03c.wav,sadness,male,67,italian,PR
DEMoS/DEMOS/NP_f_47_sor06b.wav,surprise,female,47,italian,NP
DEMoS/DEMOS/NP_m_53_rab08b.wav,anger,male,53,italian,NP
DEMoS/DEMOS/PR_m_50_col06c.wav,guilt,male,50,italian,PR
DEMoS/DEMOS/NP_m_67_dis04c.wav,disgust,male,67,italian,NP
DEMoS/DEMOS/NP_m_11_pau05b.wav,fear,male,11,italian,NP
DEMoS/DEMOS/NP_f_29_dis23b.wav,disgust,female,29,italian,NP
DEMoS/DEMOS/NP_f_61_tri13b.wav,sadness,female,61,italian,NP
DEMoS/DEMOS/NP_f_44_tri16b.wav,sadness,female,44,italian,NP
DEMoS/DEMOS/NP_f_37_tri04b.wav,sadness,female,37,italian,NP
DEMoS/DEMOS/NP_m_32_rab04b.wav,anger,male,32,italian,NP
DEMoS/DEMOS/NP_f_47_dis21b.wav,disgust,female,47,italian,NP
DEMoS/DEMOS/NP_m_53_rab00a.wav,anger,male,53,italian,NP
DEMoS/DEMOS/NP_m_10_sor10b.wav,surprise,male,10,italian,NP
DEMoS/DEMOS/NP_m_26_tri12b.wav,sadness,male,26,italian,NP
DEMoS/DEMOS/NP_f_47_pau12b.wav,fear,female,47,italian,NP
DEMoS/DEMOS/NP_m_25_rab15b.wav,anger,male,25,italian,NP
DEMoS/DEMOS/NP_m_18_gio00a.wav,happiness,male,18,italian,NP
DEMoS/DEMOS/NP_f_40_dis02c.wav,disgust,female,40,italian,NP
DEMoS/DEMOS/PR_f_54_rab01c.wav,anger,female,54,italian,PR
DEMoS/DEMOS/NP_f_60_dis00a.wav,disgust,female,60,italian,NP
DEMoS/DEMOS/NP_m_52_gio04c.wav,happiness,male,52,italian,NP
DEMoS/DEMOS/NP_f_17_gio01b.wav,happiness,female,17,italian,NP
DEMoS/DEMOS/NP_m_18_tri15b.wav,sadness,male,18,italian,NP
DEMoS/DEMOS/NP_f_38_pau12b.wav,fear,female,38,italian,NP
DEMoS/DEMOS/NP_m_62_pau10b.wav,fear,male,62,italian,NP
DEMoS/DEMOS/PR_m_69_tri05b.wav,sadness,male,69,italian,PR
DEMoS/DEMOS/NP_m_26_col04b.wav,guilt,male,26,italian,NP
DEMoS/DEMOS/NP_m_52_col09b.wav,guilt,male,52,italian,NP
DEMoS/DEMOS/NP_m_68_gio04b.wav,happiness,male,68,italian,NP
DEMoS/DEMOS/NP_m_25_sor01b.wav,surprise,male,25,italian,NP
DEMoS/DEMOS/NP_m_33_rab05b.wav,anger,male,33,italian,NP
DEMoS/DEMOS/NP_f_48_pau08b.wav,fear,female,48,italian,NP
DEMoS/DEMOS/NP_m_34_dis20b.wav,disgust,male,34,italian,NP
DEMoS/DEMOS/NP_m_67_gio01b.wav,happiness,male,67,italian,NP
DEMoS/DEMOS/NP_f_43_sor03b.wav,surprise,female,43,italian,NP
DEMoS/DEMOS/NP_f_48_gio18b.wav,happiness,female,48,italian,NP
DEMoS/DEMOS/NP_m_03_dis01b.wav,disgust,male,03,italian,NP
DEMoS/DEMOS/NP_m_24_col12b.wav,guilt,male,24,italian,NP
DEMoS/DEMOS/PR_f_60_col03c.wav,guilt,female,60,italian,PR
DEMoS/DEMOS/NP_m_11_gio14b.wav,happiness,male,11,italian,NP
DEMoS/DEMOS/PR_f_22_col11b.wav,guilt,female,22,italian,PR
DEMoS/DEMOS/NP_m_10_col11b.wav,guilt,male,10,italian,NP
DEMoS/DEMOS/PR_m_59_tri12b.wav,sadness,male,59,italian,PR
DEMoS/DEMOS/NP_m_09_rab06b.wav,anger,male,09,italian,NP
DEMoS/DEMOS/NP_f_37_dis06b.wav,disgust,female,37,italian,NP
DEMoS/DEMOS/PR_m_10_tri08b.wav,sadness,male,10,italian,PR
DEMoS/DEMOS/NP_m_06_tri15b.wav,sadness,male,06,italian,NP
DEMoS/DEMOS/NP_f_48_dis08b.wav,disgust,female,48,italian,NP
DEMoS/DEMOS/NP_m_66_gio18b.wav,happiness,male,66,italian,NP
DEMoS/DEMOS/NP_m_16_tri06b.wav,sadness,male,16,italian,NP
DEMoS/DEMOS/NP_f_01_sor03b.wav,surprise,female,01,italian,NP
DEMoS/DEMOS/NP_m_15_pau07b.wav,fear,male,15,italian,NP
DEMoS/DEMOS/NP_f_56_tri04b.wav,sadness,female,56,italian,NP
DEMoS/DEMOS/NP_m_52_gio01b.wav,happiness,male,52,italian,NP
DEMoS/DEMOS/NP_m_50_rab02c.wav,anger,male,50,italian,NP
DEMoS/DEMOS/NP_m_19_dis15b.wav,disgust,male,19,italian,NP
DEMoS/DEMOS/NP_f_36_rab08c.wav,anger,female,36,italian,NP
DEMoS/DEMOS/PR_f_61_col03c.wav,guilt,female,61,italian,PR
DEMoS/DEMOS/PR_f_17_rab16b.wav,anger,female,17,italian,PR
DEMoS/DEMOS/PR_m_28_sor06b.wav,surprise,male,28,italian,PR
DEMoS/DEMOS/NP_m_34_sor08b.wav,surprise,male,34,italian,NP
DEMoS/DEMOS/NP_m_59_dis21b.wav,disgust,male,59,italian,NP
DEMoS/DEMOS/NP_m_03_dis14b.wav,disgust,male,03,italian,NP
DEMoS/DEMOS/PR_f_60_rab11b.wav,anger,female,60,italian,PR
DEMoS/DEMOS/NP_m_12_tri13b.wav,sadness,male,12,italian,NP
DEMoS/DEMOS/NP_m_34_gio20b.wav,happiness,male,34,italian,NP
DEMoS/DEMOS/NP_m_07_gio12b.wav,happiness,male,07,italian,NP
DEMoS/DEMOS/NP_f_37_col02b.wav,guilt,female,37,italian,NP
DEMoS/DEMOS/NP_m_64_tri09b.wav,sadness,male,64,italian,NP
DEMoS/DEMOS/NP_f_17_dis00a.wav,disgust,female,17,italian,NP
DEMoS/DEMOS/NP_m_28_col07b.wav,guilt,male,28,italian,NP
DEMoS/DEMOS/NP_f_56_tri09b.wav,sadness,female,56,italian,NP
DEMoS/DEMOS/NP_f_22_rab02b.wav,anger,female,22,italian,NP
DEMoS/DEMOS/NP_m_04_sor10b.wav,surprise,male,04,italian,NP
DEMoS/DEMOS/NP_m_52_dis11b.wav,disgust,male,52,italian,NP
DEMoS/DEMOS/NP_f_36_sor12b.wav,surprise,female,36,italian,NP
DEMoS/DEMOS/NP_f_60_gio11b.wav,happiness,female,60,italian,NP
DEMoS/DEMOS/NP_m_59_col04b.wav,guilt,male,59,italian,NP
DEMoS/DEMOS/NP_f_17_dis14b.wav,disgust,female,17,italian,NP
DEMoS/DEMOS/NP_f_57_sor08b.wav,surprise,female,57,italian,NP
DEMoS/DEMOS/NP_f_38_tri13b.wav,sadness,female,38,italian,NP
DEMoS/DEMOS/NP_m_12_gio16b.wav,happiness,male,12,italian,NP
DEMoS/DEMOS/NP_f_22_sor11b.wav,surprise,female,22,italian,NP
DEMoS/DEMOS/NP_m_25_dis09b.wav,disgust,male,25,italian,NP
DEMoS/DEMOS/NP_m_64_dis07b.wav,disgust,male,64,italian,NP
DEMoS/DEMOS/PR_m_23_tri11b.wav,sadness,male,23,italian,PR
DEMoS/DEMOS/NP_f_17_tri06b.wav,sadness,female,17,italian,NP
DEMoS/DEMOS/NP_f_54_rab08b.wav,anger,female,54,italian,NP
DEMoS/DEMOS/PR_m_02_sor00a.wav,surprise,male,02,italian,PR
DEMoS/DEMOS/NP_f_49_col02b.wav,guilt,female,49,italian,NP
DEMoS/DEMOS/PR_m_05_pau15b.wav,fear,male,05,italian,PR
DEMoS/DEMOS/NP_m_65_gio02c.wav,happiness,male,65,italian,NP
DEMoS/DEMOS/NP_f_21_rab04b.wav,anger,female,21,italian,NP
DEMoS/DEMOS/NP_f_49_col05c.wav,guilt,female,49,italian,NP
DEMoS/DEMOS/NP_m_03_dis04b.wav,disgust,male,03,italian,NP
DEMoS/DEMOS/PR_m_52_sor02c.wav,surprise,male,52,italian,PR
DEMoS/DEMOS/NP_m_14_rab10b.wav,anger,male,14,italian,NP
DEMoS/DEMOS/NP_f_31_gio18b.wav,happiness,female,31,italian,NP
DEMoS/DEMOS/NP_f_45_col10b.wav,guilt,female,45,italian,NP
DEMoS/DEMOS/NP_m_42_rab06b.wav,anger,male,42,italian,NP
DEMoS/DEMOS/NP_m_20_tri15b.wav,sadness,male,20,italian,NP
DEMoS/DEMOS/PR_f_21_rab20b.wav,anger,female,21,italian,PR
DEMoS/DEMOS/NP_f_48_gio01c.wav,happiness,female,48,italian,NP
DEMoS/DEMOS/NP_m_50_col02c.wav,guilt,male,50,italian,NP
DEMoS/DEMOS/NP_f_49_tri12b.wav,sadness,female,49,italian,NP
DEMoS/DEMOS/NP_m_58_gio03c.wav,happiness,male,58,italian,NP
DEMoS/DEMOS/NP_m_67_col06c.wav,guilt,male,67,italian,NP
DEMoS/DEMOS/NP_m_41_rab16b.wav,anger,male,41,italian,NP
DEMoS/DEMOS/NP_m_13_gio16b.wav,happiness,male,13,italian,NP
DEMoS/DEMOS/NP_m_62_dis21b.wav,disgust,male,62,italian,NP
DEMoS/DEMOS/NP_m_09_pau01b.wav,fear,male,09,italian,NP
DEMoS/DEMOS/PR_f_01_gio00a.wav,happiness,female,01,italian,PR
DEMoS/DEMOS/NP_m_27_gio18b.wav,happiness,male,27,italian,NP
DEMoS/DEMOS/NP_m_50_rab07c.wav,anger,male,50,italian,NP
DEMoS/DEMOS/NP_f_46_tri18b.wav,sadness,female,46,italian,NP
DEMoS/DEMOS/NP_m_58_col10b.wav,guilt,male,58,italian,NP
DEMoS/DEMOS/NP_f_61_rab14b.wav,anger,female,61,italian,NP
DEMoS/DEMOS/PR_m_11_gio17b.wav,happiness,male,11,italian,PR
DEMoS/DEMOS/NP_m_14_tri12b.wav,sadness,male,14,italian,NP
DEMoS/DEMOS/NP_m_04_col07b.wav,guilt,male,04,italian,NP
DEMoS/DEMOS/NP_m_64_col11b.wav,guilt,male,64,italian,NP
DEMoS/DEMOS/NP_m_65_pau02b.wav,fear,male,65,italian,NP
DEMoS/DEMOS/NP_m_02_dis05b.wav,disgust,male,02,italian,NP
DEMoS/DEMOS/NP_m_03_rab12b.wav,anger,male,03,italian,NP
DEMoS/DEMOS/NP_m_28_pau09b.wav,fear,male,28,italian,NP
DEMoS/DEMOS/NP_m_41_rab11b.wav,anger,male,41,italian,NP
DEMoS/DEMOS/NP_m_62_tri08c.wav,sadness,male,62,italian,NP
DEMoS/DEMOS/NP_m_42_dis04b.wav,disgust,male,42,italian,NP
DEMoS/DEMOS/NP_f_47_col04c.wav,guilt,female,47,italian,NP
DEMoS/DEMOS/NP_m_06_dis23b.wav,disgust,male,06,italian,NP
DEMoS/DEMOS/NP_m_24_dis09b.wav,disgust,male,24,italian,NP
DEMoS/DEMOS/NP_m_63_rab06b.wav,anger,male,63,italian,NP
DEMoS/DEMOS/NP_f_22_pau02b.wav,fear,female,22,italian,NP
DEMoS/DEMOS/NP_m_07_pau12b.wav,fear,male,07,italian,NP
DEMoS/DEMOS/NP_m_30_pau04b.wav,fear,male,30,italian,NP
