file,numeral,emotion,speaker,language1,language2,nationality,coordinates
03154.wav,70,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
03157.wav,10,excited,62,English,Yoruba,British,"(51.52, -0.04)"
03158.wav,5,excited,145,Chinese,English,Chinese,"(51.52,-0.04)"
03161.wav,14,question,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
03162.wav,4,excited,95,Chinese,English,Chinese,"(39.4, 115.7)"
03164.wav,11,neutral,38,Arabic,English,British,"(51.56, -0.11)"
03167.wav,6,question,0,German,,German,"(52.52, 13.40)"
03169.wav,7,question,80,English,,Hong Kong,"(22.26, 114.16)"
03170.wav,3,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
03171.wav,4,question,94,Russian,,Kazakhstan,"(49.8,73.1)"
03173.wav,1000,excited,29,Hindi,English,Indian,"(25.61,85.07)"
03175.wav,1,neutral,121,Kannada,English,Indian,"(12.97,77.59)"
03176.wav,5,bored,139,Chinese,English,Chinese,"(30.35, 118.43)"
03177.wav,5,neutral,59,Hindi,English,Indian,"(19.07,72.87)"
03179.wav,12,question,133,English,,British,"(51.54, -0.14)"
03181.wav,50,excited,72,English,,British,"(51.255, -0.31)"
03182.wav,5,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
03183.wav,11,neutral,145,Chinese,English,Chinese,"(51.52,-0.04)"
03184.wav,30,neutral,88,English,Arabic,British,"(51.52,-0.22)"
03187.wav,60,neutral,38,Arabic,English,British,"(51.56, -0.11)"
03188.wav,20,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
03189.wav,30,question,152,,,,
03190.wav,3,bored,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
03191.wav,8,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
03192.wav,4,neutral,75,,,,
03193.wav,1000000,excited,141,Urdu,English,Pakistani,"(24.86, 67.00)"
03194.wav,30,excited,119,English,German,German,"(51.49, -0.12)"
03195.wav,8,excited,39,English,Igbo,British,"(51.54,0.19)"
03196.wav,1,bored,32,Telugu,English,Indian,"(17.56, 78.45)"
03197.wav,2,excited,151,Hindi,,Indian,"(51.52, -0.04)"
03198.wav,30,question,98,Kannada,English,Indian,"(12.93,77.52)"
03199.wav,70,question,102,Yu,English,Chinese,"(32.05, 118.78)"
03200.wav,50,bored,12,Italian,English,Italian,"(43.61, 13.53)"
03201.wav,19,question,82,Urdu,English,Indian,"(22.71, 75.85)"
03202.wav,11,bored,40,,,,
03208.wav,5,bored,2,Hindi,English,Indian,"(26.82, 75.62)"
03210.wav,60,excited,93,Chinese,English,Chinese,"(30.53,104.06)"
03211.wav,13,excited,93,Chinese,English,Chinese,"(30.53,104.06)"
03212.wav,20,neutral,119,English,German,German,"(51.49, -0.12)"
03213.wav,14,bored,141,Urdu,English,Pakistani,"(24.86, 67.00)"
03214.wav,3,excited,65,Hindi,English,Indian,"(51.54, 0.00)"
03215.wav,60,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
03216.wav,1000000,neutral,141,Urdu,English,Pakistani,"(24.86, 67.00)"
03219.wav,19,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
03220.wav,20,neutral,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
03222.wav,100,excited,47,Greek,English,Greek,"(40.63, 22.93)"
03223.wav,80,neutral,107,Bravanese,English,British,"(51.57, -0.07)"
03224.wav,15,neutral,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
03225.wav,9,question,24,Chinese,English,Chinese,"(23.13, 113,26)"
03226.wav,1000000000,bored,91,Tamil,English,Indian,"(51.52,-0.04)"
03228.wav,18,excited,56,English,Twi,British,"(51.04, 0.17)"
03229.wav,0,neutral,85,English,Arabic,British,"(51.56,-0.25)"
03230.wav,1000,question,114,Sindhi,English,Irish,"(24.86,67.00)"
03231.wav,100,neutral,66,English,,British,"(51.477,0.190)"
03232.wav,11,excited,137,Urdu,English,Pakistani,"(24.86,67.00)"
03233.wav,30,neutral,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
03234.wav,8,neutral,38,Arabic,English,British,"(51.56, -0.11)"
03236.wav,9,excited,46,Chinese,,Chinese,"(43.88, 125.35)"
03238.wav,19,question,152,,,,
03239.wav,1000000000,excited,9,Dutch,English,Dutch,"(52.36, 4.90)"
03241.wav,13,bored,78,Malayalam,English,Indian,"(51.52, -0.04)"
03242.wav,12,neutral,83,,,,
03244.wav,7,question,22,Marathi,English,Indian,"(18.52, 73.85)"
03245.wav,5,excited,125,Vietnamese,English,British,"(51.51,0.00)"
03246.wav,4,bored,114,Sindhi,English,Irish,"(24.86,67.00)"
03247.wav,18,question,83,,,,
03248.wav,0,question,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
03249.wav,1,question,119,English,German,German,"(51.49, -0.12)"
03250.wav,40,neutral,56,English,Twi,British,"(51.04, 0.17)"
03251.wav,14,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
03255.wav,2,neutral,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
03256.wav,50,question,62,English,Yoruba,British,"(51.52, -0.04)"
03257.wav,20,bored,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
03259.wav,60,bored,131,Polish,English,British,"(50.01, 20.98)"
03262.wav,1000,neutral,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
03267.wav,19,neutral,145,Chinese,English,Chinese,"(51.52,-0.04)"
03268.wav,70,question,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
03269.wav,1000000,bored,90,English,Igbo,Nigerian,"(6.4,3.4)"
03270.wav,19,question,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
03271.wav,1,excited,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
03272.wav,3,neutral,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
03273.wav,90,question,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
03274.wav,17,neutral,44,English,,Syrian,"(51.44, -0.21)"
03276.wav,1000000,excited,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
03278.wav,5,neutral,81,Tamil,English,Indian,"(12.98,80.21)"
03280.wav,6,excited,133,English,,British,"(51.54, -0.14)"
03282.wav,18,bored,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
03283.wav,20,neutral,38,Arabic,English,British,"(51.56, -0.11)"
03285.wav,12,bored,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
03286.wav,5,excited,141,Urdu,English,Pakistani,"(24.86, 67.00)"
03287.wav,8,excited,9,Dutch,English,Dutch,"(52.36, 4.90)"
03289.wav,9,neutral,120,Romanian,English,Romanian,"(44.33,23.79)"
03290.wav,4,neutral,143,Urdu,English,British,"(51.54,0.04)"
03293.wav,1000,excited,4,Urdu,English,Indian,"(51.52, -0.04)"
03294.wav,50,neutral,73,Chinese,English,Chinese,"(31.26,121.47)"
03295.wav,1000,excited,142,Thai,English,Thai,"(13.58,100.75)"
03296.wav,15,neutral,110,Hindi,,Indian,"(23.02, 72.57)"
03298.wav,1000000,bored,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
03299.wav,0,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
03300.wav,19,neutral,18,Spanish,English,Spanish,"(28.15,-15.42)"
03301.wav,16,excited,153,Greek,English,Greek,"(40.63, 22.94)"
03302.wav,1000000000,question,15,English,Tamil,Norwegian,"(51.57, 0.09)"
03303.wav,7,bored,57,English,Bengali,British,"(51.53,0.04)"
03306.wav,13,bored,3,,,,
03307.wav,17,question,0,German,,German,"(52.52, 13.40)"
03309.wav,50,excited,153,Greek,English,Greek,"(40.63, 22.94)"
03313.wav,12,question,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
03316.wav,6,neutral,88,English,Arabic,British,"(51.52,-0.22)"
03317.wav,80,excited,52,Chinese,English,Chinese,"(51.52,-0.04)"
03319.wav,3,excited,30,English,Malayalam,Indian,"(25.19, 55.29)"
03320.wav,15,question,147,English,Fante,British,"(51.33, -0.01)"
03322.wav,4,neutral,33,English,,British,"(51.50, -0.10)"
03323.wav,1,neutral,153,Greek,English,Greek,"(40.63, 22.94)"
03326.wav,15,excited,6,Telugu,English,Indian,"(17.36, 78.47)"
03327.wav,100,neutral,64,Nepalese,English,British,"51.26, -1.08"
03329.wav,20,bored,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
03331.wav,60,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
03332.wav,70,neutral,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
03333.wav,40,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
03334.wav,8,neutral,101,Bengali,English,Indian,"(51.58,-0.43)"
03337.wav,8,question,18,Spanish,English,Spanish,"(28.15,-15.42)"
03339.wav,16,neutral,44,English,,Syrian,"(51.44, -0.21)"
03341.wav,50,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
03343.wav,15,bored,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
03344.wav,17,question,102,Yu,English,Chinese,"(32.05, 118.78)"
03345.wav,30,question,39,English,Igbo,British,"(51.54,0.19)"
03346.wav,15,neutral,78,Malayalam,English,Indian,"(51.52, -0.04)"
03348.wav,10,neutral,85,English,Arabic,British,"(51.56,-0.25)"
03349.wav,4,question,118,,,,
03350.wav,100,neutral,72,English,,British,"(51.255, -0.31)"
03351.wav,50,neutral,120,Romanian,English,Romanian,"(44.33,23.79)"
03353.wav,19,excited,49,Chinese,,Chinese,"(39.93,116.44)"
03355.wav,10,excited,142,Thai,English,Thai,"(13.58,100.75)"
03356.wav,90,excited,141,Urdu,English,Pakistani,"(24.86, 67.00)"
03357.wav,0,excited,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
03358.wav,1000000000,neutral,138,English,Italian,British,"(50.81, -3.50)"
03360.wav,10,question,102,Yu,English,Chinese,"(32.05, 118.78)"
03362.wav,7,question,63,,,,
03364.wav,60,excited,139,Chinese,English,Chinese,"(30.35, 118.43)"
03365.wav,15,neutral,54,English,Hindi,Indian,"(13.08, 80.27)"
03366.wav,19,neutral,79,Arabic,English,Egyptian,"(30.02,31.50)"
03367.wav,0,neutral,12,Italian,English,Italian,"(43.61, 13.53)"
03369.wav,6,bored,124,Telugu,Hindi,Indian,"(51.51,-0.14)"
03370.wav,11,question,108,English,,British,"(51.38, -0.10)"
03372.wav,0,bored,23,English,German,British,"(51.50,0.13)"
03373.wav,3,neutral,52,Chinese,English,Chinese,"(51.52,-0.04)"
03374.wav,2,neutral,42,Urdu,English,British,"(51.58, -0.27)"
03377.wav,17,neutral,92,,,,
03378.wav,15,excited,108,English,,British,"(51.38, -0.10)"
03379.wav,3,neutral,99,,,,
03380.wav,18,excited,73,Chinese,English,Chinese,"(31.26,121.47)"
03381.wav,1000000,question,18,Spanish,English,Spanish,"(28.15,-15.42)"
03382.wav,1,neutral,26,Hindi,English,Indian,"(24.19, 77.03)"
03383.wav,10,bored,148,Arabic,English,Egyptian,"(51.55, 0.30)"
03385.wav,90,bored,150,Polish,English,Polish,"(52.22,21.01)"
03386.wav,13,excited,153,Greek,English,Greek,"(40.63, 22.94)"
03387.wav,13,neutral,14,Malayalam,English,Indian,"(9.98,76.28)"
03390.wav,10,question,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
03393.wav,50,excited,69,Hindi,English,Indian,"(28.68,77.34)"
03394.wav,90,excited,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
03396.wav,19,neutral,119,English,German,German,"(51.49, -0.12)"
03397.wav,4,question,102,Yu,English,Chinese,"(32.05, 118.78)"
03399.wav,8,bored,45,English,Hindi,Indian,"(25.20, 55.27)"
03400.wav,40,question,56,English,Twi,British,"(51.04, 0.17)"
03401.wav,20,excited,127,Chinese,English,Malaysian,"(2.80, 101.79)"
03403.wav,70,neutral,23,English,German,British,"(51.50,0.13)"
03404.wav,1000000,question,27,English,,British,"(51.54,-0.90)"
03407.wav,0,question,9,Dutch,English,Dutch,"(52.36, 4.90)"
03409.wav,12,excited,57,English,Bengali,British,"(51.53,0.04)"
03410.wav,100,question,141,Urdu,English,Pakistani,"(24.86, 67.00)"
03411.wav,1000000000,excited,140,Malayalam,English,Indian,"(19.07,72.99)"
03413.wav,70,bored,133,English,,British,"(51.54, -0.14)"
03414.wav,1000000000,question,106,Tamil,English,Indian,"(51.52,-0.04)"
03415.wav,8,neutral,102,Yu,English,Chinese,"(32.05, 118.78)"
03416.wav,12,bored,35,Urdu,,Pakistani,"(51.58,-0.34)"
03417.wav,30,question,138,English,Italian,British,"(50.81, -3.50)"
03418.wav,1000,question,148,Arabic,English,Egyptian,"(51.55, 0.30)"
03419.wav,9,bored,61,Tamil,English,Indian,"(51.54, 0.05)"
03422.wav,6,excited,49,Chinese,,Chinese,"(39.93,116.44)"
03424.wav,5,excited,125,Vietnamese,English,British,"(51.51,0.00)"
03426.wav,100,neutral,75,,,,
03427.wav,0,bored,49,Chinese,,Chinese,"(39.93,116.44)"
03429.wav,5,excited,38,Arabic,English,British,"(51.56, -0.11)"
03430.wav,3,question,125,Vietnamese,English,British,"(51.51,0.00)"
03433.wav,30,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
03434.wav,100,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
03436.wav,40,question,19,,,,
03438.wav,70,neutral,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
03439.wav,1,neutral,52,Chinese,English,Chinese,"(51.52,-0.04)"
03440.wav,4,question,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
03442.wav,2,bored,137,Urdu,English,Pakistani,"(24.86,67.00)"
03444.wav,1,bored,8,Chinese,English,Chinese,"(28.71, 115.90)"
03445.wav,15,excited,40,,,,
03447.wav,1000000000,question,32,Telugu,English,Indian,"(17.56, 78.45)"
03448.wav,19,neutral,10,Chinese,English,Chinese,"(51.52,-0.04)"
03449.wav,70,neutral,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
03450.wav,70,question,119,English,German,German,"(51.49, -0.12)"
03451.wav,3,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
03452.wav,11,bored,72,English,,British,"(51.255, -0.31)"
03453.wav,1000000,question,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
03454.wav,17,bored,59,Hindi,English,Indian,"(19.07,72.87)"
03456.wav,12,bored,101,Bengali,English,Indian,"(51.58,-0.43)"
03458.wav,6,bored,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
03459.wav,3,neutral,6,Telugu,English,Indian,"(17.36, 78.47)"
03461.wav,5,excited,42,Urdu,English,British,"(51.58, -0.27)"
03465.wav,4,neutral,4,Urdu,English,Indian,"(51.52, -0.04)"
03466.wav,1000000000,neutral,34,Chinese,English,Chinese,"(30.45,121.57)"
03467.wav,14,excited,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
03468.wav,30,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
03471.wav,13,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
03472.wav,2,question,56,English,Twi,British,"(51.04, 0.17)"
03474.wav,1000000000,question,3,,,,
03475.wav,8,excited,30,English,Malayalam,Indian,"(25.19, 55.29)"
03476.wav,1,excited,134,Urdu,English,Pakistani,"(33.68, 73.04)"
03477.wav,60,question,95,Chinese,English,Chinese,"(39.4, 115.7)"
03481.wav,2,question,153,Greek,English,Greek,"(40.63, 22.94)"
03483.wav,80,question,0,German,,German,"(52.52, 13.40)"
03484.wav,90,neutral,76,Arabic,English,British,"(51.50, -0.58)"
03485.wav,5,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
03488.wav,20,neutral,143,Urdu,English,British,"(51.54,0.04)"
03489.wav,30,neutral,15,English,Tamil,Norwegian,"(51.57, 0.09)"
03491.wav,1000000000,excited,151,Hindi,,Indian,"(51.52, -0.04)"
03492.wav,19,question,5,English,German,British,"(51.50, -0.12)"
03493.wav,7,neutral,55,Persian,English,Iranian,"(51.52,-0.04)"
03494.wav,18,neutral,21,Chinese,English,Chinese,
03495.wav,2,excited,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
03496.wav,4,excited,137,Urdu,English,Pakistani,"(24.86,67.00)"
03498.wav,12,bored,108,English,,British,"(51.38, -0.10)"
03500.wav,0,neutral,2,Hindi,English,Indian,"(26.82, 75.62)"
03502.wav,15,question,128,Portuguese,Spanish,Portuguese,"(38.90,-9.03)"
03504.wav,0,bored,2,Hindi,English,Indian,"(26.82, 75.62)"
03505.wav,7,excited,40,,,,
03506.wav,1,question,51,Vietnamese,Polish,Polish,"(52.21,20.97)"
03507.wav,18,excited,109,English,Hindi,Indian,"(28.62,77.20)"
03508.wav,1000,question,50,Tamil,English,Indian,"(51.52,-0.04)"
03509.wav,12,excited,77,Spanish,English,Mexican,"(20.66, -103.39)"
03510.wav,12,excited,83,,,,
03511.wav,5,neutral,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
03512.wav,11,neutral,42,Urdu,English,British,"(51.58, -0.27)"
03517.wav,70,question,86,Twi,English,British,"(51.59,-0.07)"
03518.wav,13,bored,12,Italian,English,Italian,"(43.61, 13.53)"
03519.wav,8,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
03520.wav,50,excited,27,English,,British,"(51.54,-0.90)"
03521.wav,11,bored,66,English,,British,"(51.477,0.190)"
03522.wav,1,question,91,Tamil,English,Indian,"(51.52,-0.04)"
03524.wav,70,neutral,27,English,,British,"(51.54,-0.90)"
03525.wav,70,excited,95,Chinese,English,Chinese,"(39.4, 115.7)"
03526.wav,19,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
03527.wav,9,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
03529.wav,4,neutral,48,Gujarati,English,Indian,"(19.07, 72.87)"
03532.wav,18,question,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
03533.wav,1000,question,140,Malayalam,English,Indian,"(19.07,72.99)"
03534.wav,14,question,50,Tamil,English,Indian,"(51.52,-0.04)"
03535.wav,8,excited,19,,,,
03536.wav,15,bored,64,Nepalese,English,British,"51.26, -1.08"
03537.wav,10,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
03538.wav,80,bored,75,,,,
03540.wav,6,neutral,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
03541.wav,20,neutral,83,,,,
03542.wav,100,excited,108,English,,British,"(51.38, -0.10)"
03543.wav,1000,bored,107,Bravanese,English,British,"(51.57, -0.07)"
03544.wav,30,question,56,English,Twi,British,"(51.04, 0.17)"
03546.wav,20,bored,54,English,Hindi,Indian,"(13.08, 80.27)"
03547.wav,50,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
03548.wav,14,question,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
03549.wav,5,question,45,English,Hindi,Indian,"(25.20, 55.27)"
03550.wav,90,bored,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
03552.wav,4,excited,118,,,,
03553.wav,8,bored,105,English,Punjabi,British,"(51.48,0.29)"
03554.wav,90,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
03555.wav,14,neutral,11,English,Filipino,Filipino,"(14.67, 121.04)"
03557.wav,18,neutral,61,Tamil,English,Indian,"(51.54, 0.05)"
03559.wav,1000000,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
03560.wav,17,question,62,English,Yoruba,British,"(51.52, -0.04)"
03563.wav,1000,bored,117,English,,British,"(51.64, -0.13)"
03564.wav,1000,bored,129,Urdu,Punjabi,Pakistani,"(51.51, 0.14)"
03566.wav,80,excited,2,Hindi,English,Indian,"(26.82, 75.62)"
03567.wav,30,neutral,9,Dutch,English,Dutch,"(52.36, 4.90)"
03569.wav,2,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
03570.wav,40,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
03571.wav,1000,question,146,English,Pashto,British,"(51.41,-0.30)"
03572.wav,17,excited,99,,,,
03573.wav,1,question,14,Malayalam,English,Indian,"(9.98,76.28)"
03575.wav,13,neutral,85,English,Arabic,British,"(51.56,-0.25)"
03576.wav,5,excited,20,English,Yoruba,British,"(51.45, - 0.11)"
03577.wav,1000000000,question,102,Yu,English,Chinese,"(32.05, 118.78)"
03578.wav,1000000,neutral,118,,,,
03580.wav,1,excited,68,Tamil,English,Indian,"(51.34, 1.64)"
03582.wav,15,neutral,72,English,,British,"(51.255, -0.31)"
03584.wav,18,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
03585.wav,16,question,1,Chinese,,Chinese,"(51.52,-0.04)"
03586.wav,100,excited,91,Tamil,English,Indian,"(51.52,-0.04)"
03587.wav,100,question,93,Chinese,English,Chinese,"(30.53,104.06)"
03588.wav,1,neutral,114,Sindhi,English,Irish,"(24.86,67.00)"
03589.wav,0,bored,119,English,German,German,"(51.49, -0.12)"
03590.wav,1000,excited,132,English,,British,"(51.38, 2.36)"
03591.wav,0,question,39,English,Igbo,British,"(51.54,0.19)"
03594.wav,7,neutral,125,Vietnamese,English,British,"(51.51,0.00)"
03595.wav,70,question,114,Sindhi,English,Irish,"(24.86,67.00)"
03596.wav,40,question,82,Urdu,English,Indian,"(22.71, 75.85)"
03599.wav,7,excited,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
03600.wav,5,question,109,English,Hindi,Indian,"(28.62,77.20)"
03601.wav,17,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
03603.wav,1000000,question,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
03604.wav,80,neutral,32,Telugu,English,Indian,"(17.56, 78.45)"
03607.wav,4,question,23,English,German,British,"(51.50,0.13)"
03610.wav,1000000000,bored,63,,,,
03611.wav,30,bored,120,Romanian,English,Romanian,"(44.33,23.79)"
03612.wav,0,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
03613.wav,20,excited,38,Arabic,English,British,"(51.56, -0.11)"
03615.wav,1,question,67,English,,British,"(50.72, -3.54)"
03618.wav,9,bored,46,Chinese,,Chinese,"(43.88, 125.35)"
03619.wav,9,neutral,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
03621.wav,1000000000,excited,34,Chinese,English,Chinese,"(30.45,121.57)"
03622.wav,10,neutral,102,Yu,English,Chinese,"(32.05, 118.78)"
03623.wav,20,question,38,Arabic,English,British,"(51.56, -0.11)"
03624.wav,15,excited,126,English,Yoruba,Nigerian,"(27.20, 77.49)"
03626.wav,17,neutral,64,Nepalese,English,British,"51.26, -1.08"
03627.wav,15,excited,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
03630.wav,14,question,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
03632.wav,1000,question,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
03633.wav,1000000,bored,129,Urdu,Punjabi,Pakistani,"(51.51, 0.14)"
03635.wav,40,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
03636.wav,7,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
03637.wav,60,question,135,Arabic,,Palestinian,"(31.89, 35.20)"
03638.wav,1000000,excited,142,Thai,English,Thai,"(13.58,100.75)"
03639.wav,1000000,question,148,Arabic,English,Egyptian,"(51.55, 0.30)"
03641.wav,14,excited,63,,,,
03642.wav,30,neutral,54,English,Hindi,Indian,"(13.08, 80.27)"
03643.wav,100,neutral,150,Polish,English,Polish,"(52.22,21.01)"
03644.wav,9,question,16,Portuguese,English,Portuguese,"(40.66,-7.90)"
03645.wav,8,excited,122,Bengali,English,Bangladeshi,"(23.74,90.38)"
03646.wav,6,excited,81,Tamil,English,Indian,"(12.98,80.21)"
03647.wav,17,question,4,Urdu,English,Indian,"(51.52, -0.04)"
03651.wav,10,excited,60,Amharic,English,British,"(51.53, -0.06)"
03652.wav,3,question,31,English,French,British,"(52.21, 0.12)"
03656.wav,60,bored,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
03659.wav,3,excited,57,English,Bengali,British,"(51.53,0.04)"
03660.wav,40,neutral,91,Tamil,English,Indian,"(51.52,-0.04)"
03663.wav,1000000000,excited,62,English,Yoruba,British,"(51.52, -0.04)"
03664.wav,50,neutral,67,English,,British,"(50.72, -3.54)"
03665.wav,90,excited,61,Tamil,English,Indian,"(51.54, 0.05)"
03666.wav,60,excited,67,English,,British,"(50.72, -3.54)"
03669.wav,14,neutral,133,English,,British,"(51.54, -0.14)"
03672.wav,16,question,41,,,,
03673.wav,13,excited,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
03674.wav,40,question,9,Dutch,English,Dutch,"(52.36, 4.90)"
03675.wav,0,excited,98,Kannada,English,Indian,"(12.93,77.52)"
03676.wav,11,question,129,Urdu,Punjabi,Pakistani,"(51.51, 0.14)"
03679.wav,0,neutral,28,Chinese,English,Chinese,"(18.27,109.48)"
03680.wav,30,excited,8,Chinese,English,Chinese,"(28.71, 115.90)"
03681.wav,19,bored,29,Hindi,English,Indian,"(25.61,85.07)"
03682.wav,10,excited,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
03683.wav,60,excited,153,Greek,English,Greek,"(40.63, 22.94)"
03684.wav,15,neutral,132,English,,British,"(51.38, 2.36)"
03686.wav,0,neutral,3,,,,
03687.wav,1000000000,neutral,20,English,Yoruba,British,"(51.45, - 0.11)"
03688.wav,1000,neutral,64,Nepalese,English,British,"51.26, -1.08"
03690.wav,1000000000,neutral,32,Telugu,English,Indian,"(17.56, 78.45)"
03693.wav,11,neutral,99,,,,
03694.wav,30,neutral,33,English,,British,"(51.50, -0.10)"
03695.wav,70,question,79,Arabic,English,Egyptian,"(30.02,31.50)"
03698.wav,1000000,neutral,153,Greek,English,Greek,"(40.63, 22.94)"
03700.wav,10,bored,21,Chinese,English,Chinese,
03701.wav,0,bored,11,English,Filipino,Filipino,"(14.67, 121.04)"
03702.wav,15,excited,146,English,Pashto,British,"(51.41,-0.30)"
03703.wav,0,bored,148,Arabic,English,Egyptian,"(51.55, 0.30)"
03704.wav,2,bored,57,English,Bengali,British,"(51.53,0.04)"
03705.wav,20,excited,12,Italian,English,Italian,"(43.61, 13.53)"
03707.wav,1000000,excited,137,Urdu,English,Pakistani,"(24.86,67.00)"
03708.wav,14,neutral,0,German,,German,"(52.52, 13.40)"
03709.wav,15,neutral,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
03710.wav,20,question,145,Chinese,English,Chinese,"(51.52,-0.04)"
03712.wav,19,excited,87,Punjabi,English,Indian,"(51.57,0.07)"
03713.wav,0,excited,29,Hindi,English,Indian,"(25.61,85.07)"
03714.wav,1000,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
03715.wav,1000000,bored,0,German,,German,"(52.52, 13.40)"
03718.wav,10,bored,144,Arabic,English,Saudi Arabian,"(21.76, 39.12)"
03719.wav,80,excited,152,,,,
03721.wav,11,neutral,137,Urdu,English,Pakistani,"(24.86,67.00)"
03722.wav,14,excited,52,Chinese,English,Chinese,"(51.52,-0.04)"
03723.wav,1000000000,question,138,English,Italian,British,"(50.81, -3.50)"
03724.wav,11,excited,88,English,Arabic,British,"(51.52,-0.22)"
03725.wav,70,bored,54,English,Hindi,Indian,"(13.08, 80.27)"
03727.wav,20,neutral,20,English,Yoruba,British,"(51.45, - 0.11)"
03728.wav,0,question,6,Telugu,English,Indian,"(17.36, 78.47)"
03731.wav,1000000,bored,33,English,,British,"(51.50, -0.10)"
03732.wav,6,bored,72,English,,British,"(51.255, -0.31)"
03735.wav,80,neutral,22,Marathi,English,Indian,"(18.52, 73.85)"
03736.wav,1000000,neutral,22,Marathi,English,Indian,"(18.52, 73.85)"
03738.wav,5,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
03740.wav,90,question,103,English,Yoruba,Nigerian,"(51.37, -0.10)"
