file,numeral,emotion,speaker,language1,language2,nationality,coordinates
09469.wav,80,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
09470.wav,17,excited,21,Chinese,English,Chinese,
09472.wav,12,excited,48,Gujarati,English,Indian,"(19.07, 72.87)"
09473.wav,16,excited,82,Urdu,English,Indian,"(22.71, 75.85)"
09474.wav,16,question,107,Bravanese,English,British,"(51.57, -0.07)"
09475.wav,16,question,68,Tamil,English,Indian,"(51.34, 1.64)"
09476.wav,9,question,92,,,,
09478.wav,1000,bored,71,English,,British,"(51.56, 0.07)"
09480.wav,8,neutral,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09481.wav,20,bored,72,English,,British,"(51.255, -0.31)"
09482.wav,9,excited,76,Arabic,English,British,"(51.50, -0.58)"
09483.wav,50,question,110,Hindi,,Indian,"(23.02, 72.57)"
09486.wav,16,question,48,Gujarati,English,Indian,"(19.07, 72.87)"
09487.wav,90,question,101,Bengali,English,Indian,"(51.58,-0.43)"
09488.wav,1000000000,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
09489.wav,5,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
09491.wav,10,excited,14,Malayalam,English,Indian,"(9.98,76.28)"
09492.wav,1000000,neutral,77,Spanish,English,Mexican,"(20.66, -103.39)"
09494.wav,3,bored,86,Twi,English,British,"(51.59,-0.07)"
09496.wav,1000,excited,38,Arabic,English,British,"(51.56, -0.11)"
09498.wav,13,bored,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
09499.wav,3,bored,88,English,Arabic,British,"(51.52,-0.22)"
09500.wav,3,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
09502.wav,80,question,52,Chinese,English,Chinese,"(51.52,-0.04)"
09503.wav,6,excited,114,Sindhi,English,Irish,"(24.86,67.00)"
09504.wav,16,excited,75,,,,
09507.wav,40,bored,117,English,,British,"(51.64, -0.13)"
09508.wav,70,bored,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09509.wav,40,excited,2,Hindi,English,Indian,"(26.82, 75.62)"
09513.wav,1000000,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
09514.wav,6,bored,40,,,,
09516.wav,11,question,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
09519.wav,80,question,35,Urdu,,Pakistani,"(51.58,-0.34)"
09522.wav,50,question,31,English,French,British,"(52.21, 0.12)"
09523.wav,18,neutral,95,Chinese,English,Chinese,"(39.4, 115.7)"
09524.wav,18,excited,59,Hindi,English,Indian,"(19.07,72.87)"
09525.wav,10,bored,95,Chinese,English,Chinese,"(39.4, 115.7)"
09526.wav,5,neutral,30,English,Malayalam,Indian,"(25.19, 55.29)"
09527.wav,13,bored,67,English,,British,"(50.72, -3.54)"
09528.wav,60,excited,114,Sindhi,English,Irish,"(24.86,67.00)"
09530.wav,10,question,62,English,Yoruba,British,"(51.52, -0.04)"
09531.wav,3,bored,24,Chinese,English,Chinese,"(23.13, 113,26)"
09535.wav,1000,excited,94,Russian,,Kazakhstan,"(49.8,73.1)"
09536.wav,12,question,29,Hindi,English,Indian,"(25.61,85.07)"
09539.wav,1000,question,24,Chinese,English,Chinese,"(23.13, 113,26)"
09540.wav,50,excited,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
09541.wav,70,bored,29,Hindi,English,Indian,"(25.61,85.07)"
09542.wav,90,neutral,109,English,Hindi,Indian,"(28.62,77.20)"
09543.wav,3,question,24,Chinese,English,Chinese,"(23.13, 113,26)"
09545.wav,10,excited,18,Spanish,English,Spanish,"(28.15,-15.42)"
09547.wav,30,neutral,102,Yu,English,Chinese,"(32.05, 118.78)"
09548.wav,30,neutral,100,Gujarati,Hindi,Indian,"(51.53, 0.00)"
09549.wav,30,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
09554.wav,15,bored,46,Chinese,,Chinese,"(43.88, 125.35)"
09556.wav,2,excited,6,Telugu,English,Indian,"(17.36, 78.47)"
09557.wav,14,excited,90,English,Igbo,Nigerian,"(6.4,3.4)"
09558.wav,19,bored,82,Urdu,English,Indian,"(22.71, 75.85)"
09559.wav,1000000000,excited,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
09562.wav,70,excited,64,Nepalese,English,British,"51.26, -1.08"
09563.wav,70,bored,9,Dutch,English,Dutch,"(52.36, 4.90)"
09565.wav,60,neutral,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
09568.wav,20,question,114,Sindhi,English,Irish,"(24.86,67.00)"
09569.wav,1000000000,bored,77,Spanish,English,Mexican,"(20.66, -103.39)"
09570.wav,17,bored,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
09572.wav,15,bored,53,English,,British,"(51.52, -0.09)"
09574.wav,1000000,question,110,Hindi,,Indian,"(23.02, 72.57)"
09575.wav,15,question,24,Chinese,English,Chinese,"(23.13, 113,26)"
09576.wav,80,excited,117,English,,British,"(51.64, -0.13)"
09578.wav,14,question,76,Arabic,English,British,"(51.50, -0.58)"
09580.wav,20,excited,49,Chinese,,Chinese,"(39.93,116.44)"
09582.wav,12,question,110,Hindi,,Indian,"(23.02, 72.57)"
09586.wav,50,neutral,12,Italian,English,Italian,"(43.61, 13.53)"
09587.wav,18,neutral,95,Chinese,English,Chinese,"(39.4, 115.7)"
09588.wav,8,bored,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
09590.wav,1,question,49,Chinese,,Chinese,"(39.93,116.44)"
09592.wav,15,question,44,English,,Syrian,"(51.44, -0.21)"
09594.wav,10,excited,111,English,,British,"(51.40, 0.10)"
09595.wav,11,bored,47,Greek,English,Greek,"(40.63, 22.93)"
09596.wav,7,neutral,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
09597.wav,1000000,bored,4,Urdu,English,Indian,"(51.52, -0.04)"
09598.wav,11,question,9,Dutch,English,Dutch,"(52.36, 4.90)"
09599.wav,1000000000,excited,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
09600.wav,4,question,101,Bengali,English,Indian,"(51.58,-0.43)"
09601.wav,13,neutral,9,Dutch,English,Dutch,"(52.36, 4.90)"
09603.wav,90,neutral,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09605.wav,4,bored,80,English,,Hong Kong,"(22.26, 114.16)"
09606.wav,80,excited,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
09607.wav,80,excited,112,Hindi,English,Indian,"(30.74,76.76)"
09609.wav,100,excited,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
09610.wav,100,neutral,21,Chinese,English,Chinese,
09612.wav,90,bored,24,Chinese,English,Chinese,"(23.13, 113,26)"
09614.wav,80,neutral,114,Sindhi,English,Irish,"(24.86,67.00)"
09615.wav,11,excited,32,Telugu,English,Indian,"(17.56, 78.45)"
09619.wav,30,bored,21,Chinese,English,Chinese,
09621.wav,90,neutral,108,English,,British,"(51.38, -0.10)"
09622.wav,40,neutral,37,Hindi,English,Indian,"(51.52,-0.04)"
09627.wav,60,neutral,98,Kannada,English,Indian,"(12.93,77.52)"
09628.wav,3,neutral,85,English,Arabic,British,"(51.56,-0.25)"
09630.wav,60,bored,19,,,,
09632.wav,5,question,101,Bengali,English,Indian,"(51.58,-0.43)"
09633.wav,40,bored,41,,,,
09634.wav,17,question,120,Romanian,English,Romanian,"(44.33,23.79)"
09635.wav,5,excited,67,English,,British,"(50.72, -3.54)"
09636.wav,7,bored,88,English,Arabic,British,"(51.52,-0.22)"
09637.wav,19,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
09638.wav,5,question,83,,,,
09642.wav,1000000,neutral,34,Chinese,English,Chinese,"(30.45,121.57)"
09643.wav,5,excited,76,Arabic,English,British,"(51.50, -0.58)"
09644.wav,40,excited,38,Arabic,English,British,"(51.56, -0.11)"
09645.wav,14,question,19,,,,
09649.wav,19,bored,79,Arabic,English,Egyptian,"(30.02,31.50)"
09651.wav,1000,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
09652.wav,1000,neutral,72,English,,British,"(51.255, -0.31)"
09653.wav,40,neutral,106,Tamil,English,Indian,"(51.52,-0.04)"
09657.wav,12,excited,94,Russian,,Kazakhstan,"(49.8,73.1)"
09659.wav,0,question,101,Bengali,English,Indian,"(51.58,-0.43)"
09660.wav,7,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
09661.wav,2,bored,85,English,Arabic,British,"(51.56,-0.25)"
09662.wav,60,neutral,62,English,Yoruba,British,"(51.52, -0.04)"
09663.wav,100,question,13,Marathi,Hindi,Indian,"(19.02, 72.81)"
09666.wav,30,question,110,Hindi,,Indian,"(23.02, 72.57)"
09667.wav,10,excited,99,,,,
09668.wav,50,neutral,0,German,,German,"(52.52, 13.40)"
09669.wav,100,question,67,English,,British,"(50.72, -3.54)"
09670.wav,90,excited,73,Chinese,English,Chinese,"(31.26,121.47)"
09672.wav,30,excited,69,Hindi,English,Indian,"(28.68,77.34)"
09674.wav,15,neutral,33,English,,British,"(51.50, -0.10)"
09676.wav,5,excited,59,Hindi,English,Indian,"(19.07,72.87)"
09679.wav,10,excited,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09680.wav,11,question,14,Malayalam,English,Indian,"(9.98,76.28)"
09681.wav,16,excited,70,Tamil,English,Indian,"(13.08,80.27)"
09683.wav,80,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09684.wav,50,excited,32,Telugu,English,Indian,"(17.56, 78.45)"
09685.wav,8,excited,65,Hindi,English,Indian,"(51.54, 0.00)"
09686.wav,7,bored,78,Malayalam,English,Indian,"(51.52, -0.04)"
09687.wav,8,neutral,14,Malayalam,English,Indian,"(9.98,76.28)"
09689.wav,1000000,bored,69,Hindi,English,Indian,"(28.68,77.34)"
09691.wav,6,question,3,,,,
09693.wav,13,question,85,English,Arabic,British,"(51.56,-0.25)"
09695.wav,60,question,29,Hindi,English,Indian,"(25.61,85.07)"
09696.wav,50,excited,4,Urdu,English,Indian,"(51.52, -0.04)"
09698.wav,9,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
09700.wav,6,bored,111,English,,British,"(51.40, 0.10)"
09701.wav,50,question,45,English,Hindi,Indian,"(25.20, 55.27)"
09703.wav,1000000000,question,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
09707.wav,70,excited,41,,,,
09708.wav,19,excited,85,English,Arabic,British,"(51.56,-0.25)"
09709.wav,12,question,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
09710.wav,14,excited,77,Spanish,English,Mexican,"(20.66, -103.39)"
09711.wav,18,question,62,English,Yoruba,British,"(51.52, -0.04)"
09713.wav,15,excited,1,Chinese,,Chinese,"(51.52,-0.04)"
09715.wav,0,question,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
09716.wav,19,neutral,38,Arabic,English,British,"(51.56, -0.11)"
09718.wav,0,neutral,88,English,Arabic,British,"(51.52,-0.22)"
09720.wav,18,neutral,5,English,German,British,"(51.50, -0.12)"
09721.wav,4,excited,38,Arabic,English,British,"(51.56, -0.11)"
09722.wav,17,neutral,105,English,Punjabi,British,"(51.48,0.29)"
09725.wav,2,neutral,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
09728.wav,11,excited,37,Hindi,English,Indian,"(51.52,-0.04)"
09729.wav,80,neutral,28,Chinese,English,Chinese,"(18.27,109.48)"
09731.wav,30,bored,63,,,,
09732.wav,16,excited,21,Chinese,English,Chinese,
09733.wav,1,question,84,Arabic,English,Saudi Arabian,"(18.21,42.50)"
09734.wav,60,question,32,Telugu,English,Indian,"(17.56, 78.45)"
09735.wav,20,excited,20,English,Yoruba,British,"(51.45, - 0.11)"
09737.wav,50,bored,78,Malayalam,English,Indian,"(51.52, -0.04)"
09739.wav,6,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
09740.wav,50,question,28,Chinese,English,Chinese,"(18.27,109.48)"
09741.wav,17,excited,70,Tamil,English,Indian,"(13.08,80.27)"
09743.wav,11,neutral,67,English,,British,"(50.72, -3.54)"
09744.wav,6,bored,117,English,,British,"(51.64, -0.13)"
09745.wav,0,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
09750.wav,15,neutral,77,Spanish,English,Mexican,"(20.66, -103.39)"
09752.wav,18,question,24,Chinese,English,Chinese,"(23.13, 113,26)"
09756.wav,12,excited,119,English,German,German,"(51.49, -0.12)"
09762.wav,100,neutral,83,,,,
09765.wav,13,bored,37,Hindi,English,Indian,"(51.52,-0.04)"
09767.wav,11,bored,42,Urdu,English,British,"(51.58, -0.27)"
09768.wav,12,neutral,35,Urdu,,Pakistani,"(51.58,-0.34)"
09769.wav,9,excited,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
09770.wav,1000000,neutral,33,English,,British,"(51.50, -0.10)"
09771.wav,11,neutral,93,Chinese,English,Chinese,"(30.53,104.06)"
09775.wav,1,question,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
09777.wav,50,neutral,53,English,,British,"(51.52, -0.09)"
09781.wav,3,question,91,Tamil,English,Indian,"(51.52,-0.04)"
09784.wav,2,excited,62,English,Yoruba,British,"(51.52, -0.04)"
09786.wav,5,neutral,30,English,Malayalam,Indian,"(25.19, 55.29)"
09788.wav,7,question,107,Bravanese,English,British,"(51.57, -0.07)"
09789.wav,2,neutral,50,Tamil,English,Indian,"(51.52,-0.04)"
09790.wav,2,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
09792.wav,90,excited,55,Persian,English,Iranian,"(51.52,-0.04)"
09793.wav,17,neutral,85,English,Arabic,British,"(51.56,-0.25)"
09796.wav,19,question,39,English,Igbo,British,"(51.54,0.19)"
09797.wav,1000000,bored,5,English,German,British,"(51.50, -0.12)"
09798.wav,19,question,107,Bravanese,English,British,"(51.57, -0.07)"
09799.wav,6,question,61,Tamil,English,Indian,"(51.54, 0.05)"
09800.wav,13,bored,54,English,Hindi,Indian,"(13.08, 80.27)"
09802.wav,12,question,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
09805.wav,1,bored,56,English,Twi,British,"(51.04, 0.17)"
09806.wav,17,bored,42,Urdu,English,British,"(51.58, -0.27)"
09807.wav,15,bored,1,Chinese,,Chinese,"(51.52,-0.04)"
09810.wav,80,neutral,26,Hindi,English,Indian,"(24.19, 77.03)"
09811.wav,5,neutral,46,Chinese,,Chinese,"(43.88, 125.35)"
09812.wav,7,bored,0,German,,German,"(52.52, 13.40)"
09814.wav,3,bored,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
09815.wav,1000000,excited,59,Hindi,English,Indian,"(19.07,72.87)"
09817.wav,6,question,42,Urdu,English,British,"(51.58, -0.27)"
09820.wav,20,bored,64,Nepalese,English,British,"51.26, -1.08"
09826.wav,40,neutral,120,Romanian,English,Romanian,"(44.33,23.79)"
09827.wav,70,excited,72,English,,British,"(51.255, -0.31)"
09831.wav,9,bored,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
09832.wav,16,question,115,Russian,Polish,Lithuanian,"(54.68, 25.27)"
09833.wav,8,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09835.wav,4,question,106,Tamil,English,Indian,"(51.52,-0.04)"
09836.wav,18,excited,73,Chinese,English,Chinese,"(31.26,121.47)"
09841.wav,9,neutral,90,English,Igbo,Nigerian,"(6.4,3.4)"
09842.wav,17,bored,38,Arabic,English,British,"(51.56, -0.11)"
09843.wav,7,bored,12,Italian,English,Italian,"(43.61, 13.53)"
09846.wav,0,bored,9,Dutch,English,Dutch,"(52.36, 4.90)"
09850.wav,18,excited,65,Hindi,English,Indian,"(51.54, 0.00)"
09851.wav,11,bored,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09852.wav,14,bored,73,Chinese,English,Chinese,"(31.26,121.47)"
09853.wav,9,excited,106,Tamil,English,Indian,"(51.52,-0.04)"
09854.wav,17,excited,98,Kannada,English,Indian,"(12.93,77.52)"
09857.wav,15,excited,119,English,German,German,"(51.49, -0.12)"
09858.wav,7,bored,73,Chinese,English,Chinese,"(31.26,121.47)"
09860.wav,90,excited,60,Amharic,English,British,"(51.53, -0.06)"
09863.wav,4,excited,76,Arabic,English,British,"(51.50, -0.58)"
09865.wav,17,excited,8,Chinese,English,Chinese,"(28.71, 115.90)"
09866.wav,70,neutral,67,English,,British,"(50.72, -3.54)"
09869.wav,1000000000,question,59,Hindi,English,Indian,"(19.07,72.87)"
09870.wav,80,bored,49,Chinese,,Chinese,"(39.93,116.44)"
09871.wav,1000000000,bored,6,Telugu,English,Indian,"(17.36, 78.47)"
09873.wav,7,excited,70,Tamil,English,Indian,"(13.08,80.27)"
09875.wav,2,question,29,Hindi,English,Indian,"(25.61,85.07)"
09876.wav,14,bored,26,Hindi,English,Indian,"(24.19, 77.03)"
09877.wav,90,bored,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
09878.wav,6,bored,54,English,Hindi,Indian,"(13.08, 80.27)"
09880.wav,18,neutral,81,Tamil,English,Indian,"(12.98,80.21)"
09881.wav,5,excited,120,Romanian,English,Romanian,"(44.33,23.79)"
09885.wav,8,neutral,111,English,,British,"(51.40, 0.10)"
09887.wav,1000000,excited,66,English,,British,"(51.477,0.190)"
09889.wav,1000000000,excited,98,Kannada,English,Indian,"(12.93,77.52)"
09890.wav,17,excited,85,English,Arabic,British,"(51.56,-0.25)"
09891.wav,9,question,78,Malayalam,English,Indian,"(51.52, -0.04)"
09894.wav,19,bored,81,Tamil,English,Indian,"(12.98,80.21)"
09896.wav,10,question,57,English,Bengali,British,"(51.53,0.04)"
09899.wav,7,neutral,96,Bengali,English,Bangladeshi,"(51.52, -0.04)"
09900.wav,19,bored,79,Arabic,English,Egyptian,"(30.02,31.50)"
09901.wav,7,neutral,75,,,,
09902.wav,7,neutral,77,Spanish,English,Mexican,"(20.66, -103.39)"
09907.wav,11,question,97,Marathi,English,Indian,"(18.64, 73.78)"
09908.wav,50,excited,46,Chinese,,Chinese,"(43.88, 125.35)"
09913.wav,40,excited,0,German,,German,"(52.52, 13.40)"
09914.wav,11,neutral,73,Chinese,English,Chinese,"(31.26,121.47)"
09918.wav,90,bored,80,English,,Hong Kong,"(22.26, 114.16)"
09920.wav,100,excited,40,,,,
09921.wav,50,neutral,70,Tamil,English,Indian,"(13.08,80.27)"
09924.wav,9,neutral,112,Hindi,English,Indian,"(30.74,76.76)"
09926.wav,0,excited,68,Tamil,English,Indian,"(51.34, 1.64)"
09927.wav,19,excited,80,English,,Hong Kong,"(22.26, 114.16)"
09928.wav,90,excited,29,Hindi,English,Indian,"(25.61,85.07)"
09929.wav,4,question,21,Chinese,English,Chinese,
09930.wav,3,neutral,71,English,,British,"(51.56, 0.07)"
09932.wav,40,excited,50,Tamil,English,Indian,"(51.52,-0.04)"
09933.wav,1,question,104,Amharic,Dutch,Dutch,"(47.56, -52.70)"
09938.wav,30,neutral,5,English,German,British,"(51.50, -0.12)"
09941.wav,9,question,31,English,French,British,"(52.21, 0.12)"
09942.wav,40,neutral,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09944.wav,0,question,52,Chinese,English,Chinese,"(51.52,-0.04)"
09945.wav,15,bored,3,,,,
09946.wav,8,excited,4,Urdu,English,Indian,"(51.52, -0.04)"
09947.wav,100,question,95,Chinese,English,Chinese,"(39.4, 115.7)"
09951.wav,4,question,5,English,German,British,"(51.50, -0.12)"
09952.wav,100,neutral,80,English,,Hong Kong,"(22.26, 114.16)"
09955.wav,2,bored,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
09958.wav,1000000,question,8,Chinese,English,Chinese,"(28.71, 115.90)"
09960.wav,1000000000,excited,102,Yu,English,Chinese,"(32.05, 118.78)"
09961.wav,19,question,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
09963.wav,1000000000,excited,47,Greek,English,Greek,"(40.63, 22.93)"
09964.wav,4,excited,6,Telugu,English,Indian,"(17.36, 78.47)"
09966.wav,2,question,10,Chinese,English,Chinese,"(51.52,-0.04)"
09970.wav,14,neutral,71,English,,British,"(51.56, 0.07)"
09973.wav,12,question,0,German,,German,"(52.52, 13.40)"
09974.wav,1000000000,excited,68,Tamil,English,Indian,"(51.34, 1.64)"
09975.wav,11,neutral,6,Telugu,English,Indian,"(17.36, 78.47)"
09978.wav,17,neutral,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
09979.wav,18,excited,12,Italian,English,Italian,"(43.61, 13.53)"
09981.wav,60,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
09982.wav,50,excited,19,,,,
09983.wav,1000,question,91,Tamil,English,Indian,"(51.52,-0.04)"
09985.wav,4,neutral,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
09987.wav,4,neutral,9,Dutch,English,Dutch,"(52.36, 4.90)"
09988.wav,50,bored,105,English,Punjabi,British,"(51.48,0.29)"
09989.wav,5,excited,10,Chinese,English,Chinese,"(51.52,-0.04)"
09991.wav,0,bored,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
09992.wav,1000,bored,62,English,Yoruba,British,"(51.52, -0.04)"
09993.wav,0,bored,79,Arabic,English,Egyptian,"(30.02,31.50)"
09994.wav,60,bored,94,Russian,,Kazakhstan,"(49.8,73.1)"
09995.wav,70,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
09996.wav,3,excited,42,Urdu,English,British,"(51.58, -0.27)"
09997.wav,15,neutral,37,Hindi,English,Indian,"(51.52,-0.04)"
09998.wav,15,excited,49,Chinese,,Chinese,"(39.93,116.44)"
10005.wav,19,bored,4,Urdu,English,Indian,"(51.52, -0.04)"
10006.wav,13,excited,11,English,Filipino,Filipino,"(14.67, 121.04)"
10007.wav,1000,neutral,24,Chinese,English,Chinese,"(23.13, 113,26)"
10009.wav,6,neutral,69,Hindi,English,Indian,"(28.68,77.34)"
10011.wav,90,neutral,28,Chinese,English,Chinese,"(18.27,109.48)"
10013.wav,2,neutral,94,Russian,,Kazakhstan,"(49.8,73.1)"
10014.wav,40,question,85,English,Arabic,British,"(51.56,-0.25)"
10015.wav,15,question,63,,,,
10018.wav,0,question,93,Chinese,English,Chinese,"(30.53,104.06)"
10019.wav,11,bored,47,Greek,English,Greek,"(40.63, 22.93)"
10020.wav,1000000,question,94,Russian,,Kazakhstan,"(49.8,73.1)"
10021.wav,6,neutral,57,English,Bengali,British,"(51.53,0.04)"
10023.wav,1,bored,14,Malayalam,English,Indian,"(9.98,76.28)"
10024.wav,9,bored,83,,,,
10030.wav,30,excited,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
10031.wav,1000,question,55,Persian,English,Iranian,"(51.52,-0.04)"
10034.wav,70,excited,75,,,,
10036.wav,17,bored,77,Spanish,English,Mexican,"(20.66, -103.39)"
10039.wav,40,question,22,Marathi,English,Indian,"(18.52, 73.85)"
10042.wav,18,neutral,11,English,Filipino,Filipino,"(14.67, 121.04)"
10044.wav,60,bored,44,English,,Syrian,"(51.44, -0.21)"
10047.wav,50,bored,64,Nepalese,English,British,"51.26, -1.08"
10049.wav,1,excited,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
10051.wav,4,excited,50,Tamil,English,Indian,"(51.52,-0.04)"
10052.wav,16,excited,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
10053.wav,2,neutral,57,English,Bengali,British,"(51.53,0.04)"
10054.wav,20,bored,48,Gujarati,English,Indian,"(19.07, 72.87)"
10057.wav,70,question,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
10058.wav,6,bored,88,English,Arabic,British,"(51.52,-0.22)"
10059.wav,70,bored,46,Chinese,,Chinese,"(43.88, 125.35)"
10060.wav,8,bored,11,English,Filipino,Filipino,"(14.67, 121.04)"
10062.wav,80,excited,10,Chinese,English,Chinese,"(51.52,-0.04)"
10063.wav,15,question,86,Twi,English,British,"(51.59,-0.07)"
10064.wav,6,bored,20,English,Yoruba,British,"(51.45, - 0.11)"
10065.wav,3,neutral,19,,,,
10067.wav,1000000,bored,15,English,Tamil,Norwegian,"(51.57, 0.09)"
10071.wav,1,bored,41,,,,
10072.wav,1000000000,question,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
10073.wav,17,neutral,83,,,,
10074.wav,8,bored,53,English,,British,"(51.52, -0.09)"
10075.wav,30,neutral,105,English,Punjabi,British,"(51.48,0.29)"
10076.wav,4,neutral,52,Chinese,English,Chinese,"(51.52,-0.04)"
10077.wav,12,excited,110,Hindi,,Indian,"(23.02, 72.57)"
10079.wav,17,question,81,Tamil,English,Indian,"(12.98,80.21)"
10080.wav,1,neutral,108,English,,British,"(51.38, -0.10)"
10083.wav,9,question,30,English,Malayalam,Indian,"(25.19, 55.29)"
10084.wav,18,bored,28,Chinese,English,Chinese,"(18.27,109.48)"
10085.wav,70,bored,93,Chinese,English,Chinese,"(30.53,104.06)"
10086.wav,100,bored,81,Tamil,English,Indian,"(12.98,80.21)"
10089.wav,8,neutral,108,English,,British,"(51.38, -0.10)"
10091.wav,3,excited,113,Cantonese,English,Hong Kong,"(22.29,114.17)"
10093.wav,100,neutral,43,Dari,Urdu,Afghanistani,"(33.66, 72.99)"
10095.wav,50,excited,56,English,Twi,British,"(51.04, 0.17)"
10096.wav,100,neutral,86,Twi,English,British,"(51.59,-0.07)"
10098.wav,80,question,71,English,,British,"(51.56, 0.07)"
10099.wav,90,neutral,7,Spanish,English,Uruguayan,"(-34.53,-56.10)"
10101.wav,4,question,71,English,,British,"(51.56, 0.07)"
10106.wav,12,bored,32,Telugu,English,Indian,"(17.56, 78.45)"
10107.wav,60,excited,87,Punjabi,English,Indian,"(51.57,0.07)"
10110.wav,11,question,10,Chinese,English,Chinese,"(51.52,-0.04)"
10112.wav,40,question,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
10113.wav,5,neutral,108,English,,British,"(51.38, -0.10)"
10116.wav,14,excited,61,Tamil,English,Indian,"(51.54, 0.05)"
10117.wav,80,bored,57,English,Bengali,British,"(51.53,0.04)"
10125.wav,1,question,95,Chinese,English,Chinese,"(39.4, 115.7)"
10128.wav,4,neutral,20,English,Yoruba,British,"(51.45, - 0.11)"
10129.wav,0,excited,28,Chinese,English,Chinese,"(18.27,109.48)"
10135.wav,1000,question,15,English,Tamil,Norwegian,"(51.57, 0.09)"
10136.wav,15,question,102,Yu,English,Chinese,"(32.05, 118.78)"
10137.wav,100,bored,72,English,,British,"(51.255, -0.31)"
10138.wav,12,bored,89,Tulu,Kannada,Indian,"(12.97 , 77.59)"
10141.wav,1000,bored,97,Marathi,English,Indian,"(18.64, 73.78)"
10143.wav,14,bored,64,Nepalese,English,British,"51.26, -1.08"
10144.wav,10,bored,36,Hindi,Bhojpuri,Indian,"(51.35,-0.17)"
10146.wav,8,question,11,English,Filipino,Filipino,"(14.67, 121.04)"
10147.wav,20,bored,58,Hungarian,English,Hungarian,"(51.49, -0.02)"
10149.wav,5,question,9,Dutch,English,Dutch,"(52.36, 4.90)"
10150.wav,1,excited,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
10151.wav,3,bored,69,Hindi,English,Indian,"(28.68,77.34)"
10152.wav,80,question,25,Cantonese,English,Hong Kong,"(22.28,114.15)"
10154.wav,1000,neutral,5,English,German,British,"(51.50, -0.12)"
10155.wav,60,question,106,Tamil,English,Indian,"(51.52,-0.04)"
10158.wav,13,bored,19,,,,
10162.wav,10,question,116,Punjabi,Hindi,Indian,"(51.48, -0.05)"
10164.wav,40,neutral,68,Tamil,English,Indian,"(51.34, 1.64)"
10166.wav,7,neutral,6,Telugu,English,Indian,"(17.36, 78.47)"
10168.wav,100,neutral,44,English,,Syrian,"(51.44, -0.21)"
10170.wav,3,question,110,Hindi,,Indian,"(23.02, 72.57)"
10171.wav,1000000000,question,17,Arabic,English,Saudi Arabian,"(24.71, 46.67)"
