file,speaker,emotion,gender
AESDD/anger/a12 (2).wav,2,anger,female
AESDD/anger/a17 (2).wav,2,anger,female
AESDD/anger/a10 (1).wav,1,anger,male
AESDD/anger/a11 (3).wav,3,anger,male
AESDD/anger/a14 (4).wav,4,anger,female
AESDD/anger/a07 (1).wav,1,anger,male
AESDD/anger/a04 (5).wav,5,anger,male
AESDD/anger/a19 (1).wav,1,anger,male
AESDD/anger/a20 (6).wav,6,anger,female
AESDD/anger/a01 (5).wav,5,anger,male
AESDD/anger/a19 (4).wav,4,anger,female
AESDD/anger/a17 (1).wav,1,anger,male
AESDD/anger/a19 (3).wav,3,anger,male
AESDD/anger/a18 (1).wav,1,anger,male
AESDD/anger/a05 (3).wav,3,anger,male
AESDD/anger/a11 (1).wav,1,anger,male
AESDD/anger/a19 (6).wav,6,anger,female
AESDD/anger/a10 (5).wav,5,anger,male
AESDD/anger/a08 (2).wav,2,anger,female
AESDD/anger/a15 (3).wav,3,anger,male
AESDD/anger/a06 (6).wav,6,anger,female
AESDD/anger/a01 (3).wav,3,anger,male
AESDD/anger/a14 (2).wav,2,anger,female
AESDD/anger/a10 (6).wav,6,anger,female
AESDD/anger/a12 (4).wav,4,anger,female
AESDD/anger/a18 (2).wav,2,anger,female
AESDD/anger/a20 (2).wav,2,anger,female
AESDD/anger/a09 (6).wav,6,anger,female
AESDD/anger/a16 (3).wav,3,anger,male
AESDD/anger/a03 (5).wav,5,anger,male
AESDD/anger/a04 (1).wav,1,anger,male
AESDD/anger/a02 (4).wav,4,anger,female
AESDD/anger/a08 (3).wav,3,anger,male
AESDD/anger/a01 (6).wav,6,anger,female
AESDD/anger/a13 (1).wav,1,anger,male
AESDD/anger/a14 (6).wav,6,anger,female
AESDD/anger/a14 (1).wav,1,anger,male
AESDD/anger/a04 (3).wav,3,anger,male
AESDD/anger/a12 (5).wav,5,anger,male
AESDD/anger/a15 (4).wav,4,anger,female
AESDD/anger/a13 (4).wav,4,anger,female
AESDD/anger/a03 (2).wav,2,anger,female
AESDD/anger/a04 (6).wav,6,anger,female
AESDD/anger/a05 (2).wav,2,anger,female
AESDD/anger/a16 (5).wav,5,anger,male
AESDD/anger/a09 (5).wav,5,anger,male
AESDD/anger/a13 (2).wav,2,anger,female
AESDD/anger/a15 (1).wav,1,anger,male
AESDD/anger/a03 (1).wav,1,anger,male
AESDD/anger/a17 (4).wav,4,anger,female
AESDD/anger/a18 (4).wav,4,anger,female
AESDD/anger/a18 (5).wav,5,anger,male
AESDD/anger/a11 (4).wav,4,anger,female
