file,sentiment,emotion
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_2.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_4.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_5.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_6.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_7.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_8.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_9.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_10.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_11.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_12.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_13.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_14.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_15.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227173_16.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_0.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_1.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_2.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_8.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_9.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_10.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_11.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227416_12.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_0.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_2.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_4.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_5.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_6.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_7.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_9.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_10.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_11.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_12.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_13.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_14.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_15.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_16.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_17.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_18.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/227426_19.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_2.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_6.wav,positive,sur
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_10.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_11.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_12.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_13.wav,positive,fea
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_14.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_15.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_16.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_17.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22821_18.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_3.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_5.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_6.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/22880_10.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_2.wav,negative,sur
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_4.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_5.wav,negative,fea
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_6.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_7.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_8.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_10.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_11.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_12.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_13.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_14.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_15.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_16.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_17.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_18.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_19.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_20.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_21.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229090_22.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229903_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229903_1.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229903_2.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229903_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229903_4.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229903_5.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229903_6.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_1.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_2.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_3.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_4.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_5.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_6.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_7.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_8.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_9.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/229967_10.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_1.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_2.wav,positive,sur
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_5.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_6.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_8.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_9.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_10.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_11.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_12.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_13.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/230252_14.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_2.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_3.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_6.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_7.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_8.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_9.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_10.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_11.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_12.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_13.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_14.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_15.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_16.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/231025_17.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_0.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_1.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_2.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_4.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_5.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_6.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233171_7.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_2.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_9.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_10.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233356_11.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_1.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_3.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_4.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_5.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_6.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233366_7.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233389_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233389_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233389_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233389_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233389_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233389_5.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/233389_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_5.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_10.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_11.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_12.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_13.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_14.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_15.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_16.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_17.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_18.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_19.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_20.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_21.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_22.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_23.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_24.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_25.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234053_26.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_10.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_11.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_12.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_13.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_14.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_15.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_16.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_17.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_18.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_19.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_20.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/234587_21.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_2.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_3.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_5.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_6.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_7.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_9.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_10.wav,positive,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_11.wav,positive,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236399_12.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_0.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_1.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_2.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_3.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_4.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_5.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_6.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_7.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_8.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_9.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_10.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_11.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_12.wav,positive,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_13.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_14.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/236696_15.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_0.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_1.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_2.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_3.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_4.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_5.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_6.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_7.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_8.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_9.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_10.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_11.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_12.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_13.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_14.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_15.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_16.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_17.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_18.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_19.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_20.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_21.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_22.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_23.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_24.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_25.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_26.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_27.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_28.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_29.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_30.wav,positive,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_31.wav,negative,sad
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_32.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_33.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_34.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_35.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_36.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_37.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238023_38.wav,negative,ang
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_0.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_1.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_2.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_3.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_4.wav,negative,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_5.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_6.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_7.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_8.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_9.wav,positive,hap
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_10.wav,negative,dis
./CMU-MOSEI/Raw/Audio/Segmented_Audio/train/238039_11.wav,positive,hap
