file,Sr No.,Utterance,speaker,emotion,sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,split,gender
dia285_utt14.wav,2846,She looks scared.,Rachel,neutral,neutral,285,14,9,1,"0:08:59,705","0:09:00,957",train,female
dia285_utt15.wav,2847,Doesn’t she  look scared?,Rachel,neutral,neutral,285,15,9,1,"0:09:00,957","0:09:01,892",train,female
dia285_utt16.wav,2848,"Y’know, I don’t really know her.",Joey,neutral,neutral,285,16,9,1,"00:09:02,041","00:09:04,501",train,male
dia286_utt0.wav,2849,Can you see my nipples through this shirt?,Chandler,neutral,neutral,286,0,1,15,"00:04:01,741","00:04:03,909",train,male
dia286_utt1.wav,2850,"No. But don't worry, I'm sure they're still there.",Rachel,neutral,neutral,286,1,1,15,"00:04:06,663","00:04:09,748",train,female
dia286_utt2.wav,2851,"Where are you going, Mr. Suity-Man?",Phoebe,neutral,neutral,286,2,1,15,"00:04:11,209","00:04:12,709",train,female
dia286_utt3.wav,2852,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo.""",Chandler,neutral,neutral,286,3,1,15,"00:04:12,877","00:04:21,218",train,male
dia287_utt0.wav,2853,"Actually, tomorrow night kinda depends on how tonight goes.",Joey,neutral,neutral,287,0,1,14,"00:02:25,478","00:02:27,813",train,male
dia287_utt1.wav,2854,"Oh, uh, listen, about tonight...",Chandler,sadness,negative,287,1,1,14,"0:02:27,981","0:02:30,243",train,male
dia287_utt2.wav,2855,"No, no, no, don't you dare bail on me.",Joey,anger,negative,287,2,1,14,"0:02:30,243","0:02:32,249",train,male
dia287_utt3.wav,2856,The only reason she's goin' out with me is because I said I could bring a friend for her friend.,Joey,neutral,neutral,287,3,1,14,"00:02:27,981","00:02:35,904",train,male
dia287_utt4.wav,2857,"Yes, I know, but her friend sounds like such a...",Chandler,anger,negative,287,4,1,14,"00:02:36,114","00:02:40,450",train,male
dia287_utt5.wav,2858,Pathetic mess?,Joey,neutral,neutral,287,5,1,14,"00:02:38,241","00:02:40,450",train,male
dia287_utt6.wav,2859,"I know, but—come on, man, she's needy, she's vulnerable.",Joey,neutral,neutral,287,6,1,14,"0:02:40,994","0:02:44,056",train,male
dia287_utt7.wav,2860,"I'm thinkin', cha-ching!",Joey,joy,positive,287,7,1,14,"0:02:44,056","0:02:44,302",train,male
dia287_utt8.wav,2861,Thanks.,Joey,neutral,neutral,287,8,1,14,"00:02:50,211","00:02:51,253",train,male
dia287_utt9.wav,2862,"Look, you have not been out with a woman since Janice.",Joey,neutral,neutral,287,9,1,14,"0:02:52,255","0:02:54,717",train,male
dia287_utt10.wav,2863,You're doin' this.,Joey,neutral,neutral,287,10,1,14,"0:02:54,717","0:02:56,053",train,male
dia287_utt11.wav,2864,Hi. She said yes.,Ross,neutral,neutral,287,11,1,14,"00:02:56,676","00:03:00,304",train,male
dia287_utt12.wav,2865,"Yes! Way to go, man!  Still got the egg, huh?",Chandler,joy,positive,287,12,1,14,"00:03:00,555","00:03:06,143",train,male
dia288_utt0.wav,2866,"""Happy birthday to you!""",Joey,joy,positive,288,0,6,13,"00:15:35,976","00:15:38,645",train,male
dia288_utt1.wav,2867,You’re paying for that.,Gunther,neutral,neutral,288,1,6,13,"0:15:41,315","0:15:42,316",train,male
dia288_utt2.wav,2868,What? No-no it’s her birthday!,Joey,surprise,positive,288,2,6,13,"0:15:42,316","0:15:44,418",train,male
dia288_utt3.wav,2869,You’ve sung Happy Birthday to 20 different women today!,Gunther,surprise,negative,288,3,6,13,"00:15:44,526","00:15:47,278",train,male
dia288_utt4.wav,2870,But it really,Joey,neutral,neutral,288,4,6,13,"00:15:48,072","00:15:49,989",train,male
dia288_utt5.wav,2871,You are no longer authorized to distribute birthday muffins.,Gunther,neutral,neutral,288,5,6,13,"00:15:50,157","00:15:52,617",train,male
dia288_utt6.wav,2872,Damnit!,Joey,anger,negative,288,6,6,13,"00:15:53,327","00:15:55,161",train,male
dia288_utt7.wav,2873,Rach? Hi!,Ross,joy,positive,288,7,6,13,"00:15:56,789","00:16:00,083",train,male
dia288_utt8.wav,2874,Hi!,Rachel,joy,positive,288,8,6,13,"00:15:58,374","00:16:00,083",train,female
dia288_utt9.wav,2875,Did you tell your sister to ask me out?,Ross,neutral,neutral,288,9,6,13,"00:16:00,250","00:16:02,502",train,male
dia288_utt10.wav,2876,Well yeah,Rachel,neutral,neutral,288,10,6,13,"0:16:03,462","0:16:04,564",train,female
dia288_utt11.wav,2877,Oh wow!,Ross,surprise,positive,288,11,6,13,"0:16:04,564","0:16:05,456",train,male
dia288_utt12.wav,2878,"I mean, wow!",Ross,surprise,positive,288,12,6,13,"0:16:05,456","0:16:06,890",train,male
dia288_utt13.wav,2879,"I mean, I-I-I think she’s cute but I-I would never have thought of going out with her, never!",Ross,neutral,neutral,288,13,6,13,"00:16:08,842","00:16:15,098",train,male
dia288_utt14.wav,2880,Really?!,Rachel,surprise,positive,288,14,6,13,"00:16:15,683","00:16:16,849",train,female
dia288_utt15.wav,2881,"Yeah but after you said it was okay, I figured, ""Why not?!""",Ross,joy,positive,288,15,6,13,"00:16:15,683","00:16:20,061",train,male
dia288_utt16.wav,2882,Oh so-so not really never.,Rachel,neutral,neutral,288,16,6,13,"00:16:20,813","00:16:23,356",train,female
dia288_utt17.wav,2883,I have to say you are a much bigger person than I am.,Ross,neutral,neutral,288,17,6,13,"00:16:24,149","00:16:27,443",train,male
dia288_utt18.wav,2884,"I mean after all we’ve been through, I just—y’know I wish I had a brother to reciprocate.",Ross,neutral,neutral,288,18,6,13,"00:16:27,611","00:16:32,865",train,male
dia288_utt19.wav,2885,"Hey, if you ever want to go out with Monica, you have my blessing.",Ross,neutral,neutral,288,19,6,13,"00:16:35,327","00:16:38,287",train,male
dia288_utt20.wav,2886,"Oh-ho, and mine!",Joey,joy,positive,288,20,6,13,"00:16:38,455","00:16:39,664",train,male
dia289_utt1.wav,2888,No-no wait-wait! I can’t just let you hang up! Just please talk to me.,Phoebe,fear,negative,289,1,7,13,"00:09:29,735","00:09:35,782",train,female
dia289_utt2.wav,2889,Well…I only have one thing to do today.  I guess I could push it back.,Earl,neutral,neutral,289,2,7,13,"00:09:33,864","00:09:45,208",train,male
dia289_utt3.wav,2890,"Yeah! Now, why do you want to kill yourself?",Phoebe,sadness,negative,289,3,7,13,"00:09:42,206","00:09:45,208",train,female
dia289_utt4.wav,2891,"It’s just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",Earl,sadness,negative,289,4,7,13,"00:09:50,006","00:09:55,218",train,male
dia289_utt5.wav,2892,Chandler?,Phoebe,neutral,neutral,289,5,7,13,"00:09:56,554","00:09:58,138",train,female
dia290_utt0.wav,2893,I-I’m sorry?,Earl,sadness,negative,290,0,6,7,"00:10:02,476","00:10:04,603",train,male
dia291_utt0.wav,2894,"No look, I-I’m sure that people know you exist!",Phoebe,sadness,negative,291,0,6,1,"00:10:05,146","00:10:10,525",train,female
dia291_utt1.wav,2895,Oh yeah?,Earl,sadness,negative,291,1,6,1,"00:10:10,693","00:10:14,154",train,male
dia292_utt0.wav,2896,I work in a cubicle surrounded by people.,Earl,neutral,neutral,292,0,7,13,"00:10:10,693","00:10:14,154",train,male
dia292_utt1.wav,2897,I’ve been talking to you for five minutes now about killing myself and no one’s even looked up from their desk.,Earl,sadness,negative,292,1,7,13,"00:10:14,905","00:10:22,579",train,male
dia292_utt2.wav,2898,Hang-hang on.,Earl,neutral,neutral,292,2,7,13,"00:10:21,000","00:10:22,579",train,male
dia292_utt3.wav,2899,Hey everybody!,Earl,neutral,neutral,292,3,7,13,"00:10:22,788","00:10:24,581",train,male
dia292_utt4.wav,2900,"Uh, I’m gonna kill myself!",Earl,sadness,negative,292,4,7,13,"00:10:24,749","00:10:26,875",train,male
dia292_utt5.wav,2902,I got nothing.,Earl,neutral,neutral,292,5,7,13,"00:10:31,005","00:10:32,297",train,male
dia293_utt0.wav,2907,"Apparently, there’s like a million guys out there that can play Mac, and there’s only this one robot and this one guy who controls it!",Joey,surprise,negative,293,0,6,21,"00:12:47,808","00:12:55,857",train,male
dia293_utt1.wav,2908,I didn’t know he could get me fired!,Joey,surprise,negative,293,1,6,21,"00:12:52,354","00:12:55,857",train,male
dia293_utt2.wav,2909,What am I going to do?,Joey,fear,negative,293,2,6,21,"00:12:56,025","00:12:58,026",train,male
dia293_utt3.wav,2910,"Well y’know Joey, you’re a pretty charming guy.",Monica,neutral,neutral,293,3,6,21,"00:12:56,025","00:13:00,487",train,female
dia293_utt4.wav,2911,"Thanks, but I kinda have a problem to deal with here.",Joey,fear,negative,293,4,6,21,"00:13:00,654","00:13:10,371",train,male
dia293_utt5.wav,2912,"No sweetie, you’ve got to win over the guy that controls C.H.E.E.S.E.! You’ve got to kiss some serious robot ass!",Monica,neutral,neutral,293,5,6,21,"00:13:03,032","00:13:10,371",train,female
dia293_utt6.wav,2913,That’s not a bad idea.,Joey,neutral,neutral,293,6,6,21,"00:13:11,540","00:13:13,374",train,male
dia293_utt7.wav,2915,"Okay, but if I got to turn on the charm tomorrow I’m not wasting anymore of it over here with you guys.",Joey,neutral,neutral,293,7,6,21,"00:13:13,542","00:13:18,087",train,male
dia293_utt8.wav,2916,"Well, actually I got a little bit saved for you Pheebs.",Joey,joy,positive,293,8,6,21,"00:13:18,255","00:13:21,591",train,male
dia293_utt9.wav,2917,"So do you think uh, Joey’s more charming than me?",Chandler,neutral,neutral,293,9,6,21,"00:13:25,054","00:13:27,639",train,male
dia293_utt10.wav,2918,Yeah! That’s why I’m sleeping with him on the side.,Monica,sadness,negative,293,10,6,21,"00:13:27,807","00:13:30,391",train,female
dia293_utt11.wav,2919,"Yeah, you wish.",Chandler,neutral,neutral,293,11,6,21,"0:13:30,559","0:13:31,701",train,male
dia293_utt12.wav,2920,"""You wish.""",Phoebe,joy,positive,293,12,6,21,"0:13:31,701","0:13:32,736",train,female
dia294_utt0.wav,2921,Why are you yelling?,Paul,joy,positive,294,0,6,22,"0:12:39,216","0:12:40,259",train,male
dia294_utt1.wav,2922,"Whoa, that",Rachel,neutral,neutral,294,1,6,22,"0:12:40,259","0:12:40,871",train,female
dia295_utt0.wav,2923,"Whoa-whoa, what is it?",Joey,surprise,negative,295,0,7,11,"00:13:45,908","00:13:47,075",train,male
dia295_utt1.wav,2924,Well… It’s a date.,Phoebe,neutral,neutral,295,1,7,11,"00:13:48,077","00:13:50,995",train,female
dia295_utt2.wav,2925,A date?!,Joey,surprise,negative,295,2,7,11,"00:13:51,163","00:13:53,000",train,male
dia295_utt3.wav,2926,"No, no Pheebs you-you must be mistaken, because I know you wouldn’t schedule a date on the same night you have plans with a friend!",Joey,surprise,positive,295,3,7,11,"00:13:51,163","00:13:58,670",train,male
dia295_utt4.wav,2927,"Come on Joey, don’t make me feel badly about this.",Phoebe,sadness,negative,295,4,7,11,"00:13:58,838","00:14:00,713",train,female
dia295_utt5.wav,2928,"No, I’m gonna!!",Joey,anger,negative,295,5,7,11,"00:14:00,881","00:14:02,423",train,male
dia295_utt6.wav,2929,That’s right!,Joey,anger,negative,295,6,7,11,"00:14:03,968","00:14:06,261",train,male
dia295_utt7.wav,2930,"Yeah, you made me feel really guilty about goin’ out with that girl!",Joey,anger,negative,295,7,7,11,"00:14:06,428","00:14:07,762",train,male
dia295_utt8.wav,2931,Like-like-like I did something terrible to you!,Joey,anger,negative,295,8,7,11,"0:14:07,930","0:14:09,849",train,male
dia295_utt9.wav,2932,"And now Pheebs, you’re doing the same thing!",Joey,anger,negative,295,9,7,11,"0:14:09,849","0:14:11,778",train,male
dia295_utt10.wav,2933,That—It’s not the same thing! This is,Phoebe,anger,negative,295,10,7,11,"00:14:11,892","00:14:14,602",train,female
dia295_utt11.wav,2934,"Okay, well my girl from the other night was special. She was a scientist too!",Joey,anger,negative,295,11,7,11,"00:14:19,733","00:14:23,319",train,male
dia295_utt12.wav,2935,She was?,Phoebe,surprise,negative,295,12,7,11,"00:14:22,069","00:14:23,319",train,female
dia295_utt13.wav,2936,"Well, she graduated from high school!",Joey,anger,negative,295,13,7,11,"00:14:23,737","00:14:26,364",train,male
dia295_utt14.wav,2937,"Okay, whatever.",Phoebe,joy,positive,295,14,7,11,"0:14:27,366","0:14:28,708",train,female
dia295_utt15.wav,2938,Y’know what?,Phoebe,neutral,neutral,295,15,7,11,"0:14:28,708","0:14:28,967",train,female
dia295_utt16.wav,2939,"I don’t have time to convince you because he’s only here for four hours, and I’m gonna go see him!",Phoebe,anger,negative,295,16,7,11,"00:14:29,076","00:14:32,787",train,female
dia295_utt17.wav,2940,Fine!,Joey,anger,negative,295,17,7,11,"0:14:32,955","0:14:33,667",train,male
dia295_utt18.wav,2941,Yeah!,Phoebe,anger,negative,295,18,7,11,"0:14:33,667","0:14:34,059",train,female
dia295_utt19.wav,2942,Fine!,Joey,anger,negative,295,19,7,11,"0:14:34,059","0:14:34,602",train,male
dia295_utt20.wav,2943,Yeah!,Phoebe,anger,negative,295,20,7,11,"0:14:34,602","0:14:35,853",train,female
dia295_utt21.wav,2944,"What are you still doin’ here?! I told you, lobster ravioli!",Joey,anger,negative,295,21,7,11,"00:14:37,001","00:14:40,753",train,male
dia296_utt0.wav,2945,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",Ross,neutral,neutral,296,0,1,2,"00:14:38,085","00:14:41,546",train,male
dia296_utt1.wav,2946,Hi.,Susan,neutral,neutral,296,1,1,2,"00:14:42,631","00:14:44,173",train,female
dia296_utt2.wav,2947,"Ross, you remember Susan.",Carol,neutral,neutral,296,2,1,2,"0:14:44,758","0:14:46,690",train,female
dia296_utt3.wav,2948,How could I forget?,Ross,surprise,positive,296,3,1,2,"0:14:46,690","0:14:47,832",train,male
dia296_utt4.wav,2949,Ross.,Susan,neutral,neutral,296,4,1,2,"0:14:47,832","0:14:47,971",train,female
dia296_utt5.wav,2950,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",Ross,anger,negative,296,5,1,2,"00:14:49,471","00:14:56,728",train,male
dia296_utt6.wav,2951,Dr. Oberman.,Carol,neutral,neutral,296,6,1,2,"0:14:56,937","0:14:57,829",train,female
dia296_utt7.wav,2952,..Dr. Oberman. Okay. And is he-,Ross,neutral,neutral,296,7,1,2,"0:14:57,829","0:14:59,285",train,male
dia296_utt8.wav,2953,She.,Susan,neutral,neutral,296,8,1,2,"00:14:59,440","00:15:01,983",train,female
dia296_utt9.wav,2954,"-she, of course, she- uh- familiar with our.. special situation?",Ross,neutral,neutral,296,9,1,2,"00:14:59,440","00:15:07,196",train,male
dia296_utt10.wav,2955,"Yes, and she's very supportive.",Carol,neutral,neutral,296,10,1,2,"00:15:07,406","00:15:09,240",train,female
dia296_utt11.wav,2956,"Okay, that's great.  No, I'm- Oh.",Ross,joy,positive,296,11,1,2,"00:15:09,450","00:15:14,704",train,male
dia296_utt12.wav,2957,Thanks.,Carol,neutral,neutral,296,12,1,2,"00:15:15,706","00:15:17,165",train,female
dia296_utt13.wav,2958,"Quack, quack..",Ross,neutral,neutral,296,13,1,2,"00:15:31,680","00:15:32,889",train,male
dia296_utt14.wav,2959,Ross? That opens my cervix.,Carol,surprise,positive,296,14,1,2,"00:15:35,309","00:15:38,937",train,female
dia296_utt15.wav,2960,Barry?,Rachel,surprise,positive,296,15,1,2,"0:15:45,778","0:15:46,279",train,female
dia296_utt16.wav,2961,C'mon in.,Barry,neutral,neutral,296,16,1,2,"0:15:46,279","0:15:48,348",train,male
dia296_utt17.wav,2962,Are you sure?,Rachel,surprise,positive,296,17,1,2,"00:15:48,489","00:15:49,447",train,female
dia296_utt18.wav,2963,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",Barry,neutral,neutral,296,18,1,2,"00:15:49,657","00:15:52,116",train,male
dia296_utt19.wav,2964,Huh?!,Robbie,surprise,negative,296,19,1,2,"00:15:52,326","00:15:53,493",train,male
dia296_utt20.wav,2965,"So, how ya doin?",Barry,neutral,neutral,296,20,1,2,"00:15:56,705","00:15:58,414",train,male
dia297_utt0.wav,2967,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,Monica,neutral,neutral,297,0,4,20,"00:08:33,763","00:08:37,599",train,female
dia297_utt1.wav,2968,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",Monica,joy,positive,297,1,4,20,"00:08:47,109","00:08:53,114",train,female
dia297_utt2.wav,2969,"No-no, let me in!",Phoebe,anger,negative,297,2,4,20,"0:08:59,872","0:09:02,083",train,female
dia297_utt3.wav,2970,Phoebe?,Monica,neutral,neutral,297,3,4,20,"0:09:02,083","0:09:02,623",train,female
dia297_utt4.wav,2971,Yeah!,Phoebe,joy,positive,297,4,4,20,"00:09:02,708","00:09:03,917",train,female
dia297_utt5.wav,2972,Can you just hold on for one minute?,Monica,neutral,neutral,297,5,4,20,"00:09:04,085","00:09:05,794",train,female
dia297_utt6.wav,2973,"No, you have to let me in right now!!",Phoebe,joy,positive,297,6,4,20,"00:09:05,962","00:09:08,213",train,female
dia297_utt7.wav,2974,Are you alone?,Monica,neutral,neutral,297,7,4,20,"0:09:09,882","0:09:10,466",train,female
dia297_utt8.wav,2975,Yes!,Phoebe,joy,positive,297,8,4,20,"0:09:10,466","0:09:11,858",train,female
dia297_utt9.wav,2976,All right.,Monica,neutral,neutral,297,9,4,20,"00:09:12,802","00:09:13,969",train,female
dia298_utt0.wav,2977,Let go!,Monica,anger,negative,298,0,3,9,"0:22:08,368","0:22:08,952",train,female
dia298_utt1.wav,2978,No! You let go!,Ross,anger,negative,298,1,3,9,"0:22:08,952","0:22:11,294",train,male
dia298_utt2.wav,2980,How come it’s always us left in the field holding the ball?,Ross,joy,positive,298,2,3,9,"00:22:13,206","00:22:16,250",train,male
dia298_utt3.wav,2981,I don’t know. I guess the other people just don’t care enough.,Monica,neutral,neutral,298,3,3,9,"00:22:16,418","00:22:20,254",train,female
dia298_utt4.wav,2982,Hey! It’s starting to snow.,Ross,sadness,negative,298,4,3,9,"00:22:25,927","00:22:28,804",train,male
dia298_utt5.wav,2983,Gimme the this!,Ross,anger,negative,298,5,3,9,"0:22:33,060","0:22:35,605",train,male
dia298_utt6.wav,2984,Let go!,Monica,anger,negative,298,6,3,9,"0:22:35,605","0:22:36,285",train,female
dia299_utt0.wav,2985,Y'know what?,Joey,neutral,neutral,299,0,3,5,"0:21:45,387","0:21:47,189",train,male
dia299_utt1.wav,2986,Umm?,Chandler,neutral,neutral,299,1,3,5,"0:21:47,189","0:21:47,735",train,male
dia299_utt2.wav,2987,I bet ‘ya ya I could fit in there.,Joey,neutral,neutral,299,2,3,5,"00:21:47,848","00:21:49,348",train,male
dia299_utt3.wav,2988,I’ve got five bucks says you can’t.,Chandler,neutral,neutral,299,3,3,5,"00:21:51,935","00:21:54,562",train,male
dia300_utt0.wav,2989,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",Joey,joy,positive,300,0,1,23,"00:03:37,967","00:03:42,137",train,male
dia300_utt1.wav,2990,Knick fan?,Lydia,neutral,neutral,300,1,1,23,"0:03:43,056","0:03:43,818",train,female
dia300_utt2.wav,2991,"Oh, yeah.",Joey,neutral,neutral,300,2,1,23,"0:03:43,818","0:03:44,358",train,male
dia300_utt3.wav,2992,"Oh, boy, do they suck.",Lydia,anger,negative,300,3,1,23,"0:03:44,474","0:03:46,566",train,female
dia300_utt4.wav,2993,"Hey, listen, lady.......whoa.",Joey,surprise,negative,300,4,1,23,"0:03:46,566","0:03:47,696",train,male
dia300_utt5.wav,2994,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",Lydia,disgust,negative,300,5,1,23,"00:03:50,480","00:03:56,443",train,female
dia300_utt6.wav,2995,Oh yeah? And who do you like?,Joey,neutral,neutral,300,6,1,23,"00:03:56,611","00:03:58,111",train,male
dia300_utt7.wav,2996,The Celtics.,Lydia,neutral,neutral,300,7,1,23,"0:03:58,279","0:03:59,041",train,female
dia300_utt8.wav,2997,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",Joey,disgust,negative,300,8,1,23,"0:03:59,041","0:04:07,581",train,male
dia300_utt9.wav,2998,"Oh, shut up. You know, it's a rebuilding year. You... waah!",Lydia,anger,negative,300,9,1,23,"00:04:08,081","00:04:11,875",train,female
dia300_utt10.wav,2999,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",Joey,anger,negative,300,10,1,23,"00:04:12,043","00:04:17,506",train,male
dia300_utt11.wav,3000,There is no father.,Lydia,neutral,neutral,300,11,1,23,"00:04:16,172","00:04:17,506",train,female
dia300_utt12.wav,3001,"Oh, oh, oh, sorry.",Joey,fear,negative,300,12,1,23,"00:04:17,674","00:04:19,424",train,male
dia300_utt14.wav,3003,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",Joey,neutral,neutral,300,14,1,23,"0:04:23,222","0:04:23,612",train,male
dia300_utt15.wav,3004,Ok.,Lydia,neutral,neutral,300,15,1,23,"00:04:20,885","00:04:23,553",train,female
dia301_utt0.wav,3005,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",Barry,fear,negative,301,0,1,20,"00:19:25,164","00:19:32,128",train,male
dia301_utt1.wav,3006,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",Bernice,fear,negative,301,1,1,20,"00:19:35,465","00:19:41,220",train,female
dia301_utt2.wav,3007,Oh God...,Barry,fear,negative,301,2,1,20,"00:19:41,388","00:19:43,141",train,male
dia301_utt3.wav,3008,"I'll be right there, Bernice.",Barry,neutral,neutral,301,3,1,20,"00:19:41,388","00:19:44,265",train,male
dia301_utt4.wav,3009,"Look, please, please don't go anywhere, okay?",Barry,fear,negative,301,4,1,20,"00:19:44,433","00:19:46,726",train,male
dia301_utt6.wav,3011,Okay.,Rachel,neutral,neutral,301,6,1,20,"0:19:48,456","0:19:50,116",train,female
dia301_utt7.wav,3012,"Okay, we'll be here!",Rachel,neutral,neutral,301,7,1,20,"0:19:50,230","0:19:52,441",train,female
dia301_utt8.wav,3013,Hating you!,Rachel,anger,negative,301,8,1,20,"0:19:52,441","0:19:53,301",train,female
dia301_utt9.wav,3014,Did you see how he was sweating when he walked out of there?,Rachel,surprise,negative,301,9,1,20,"00:19:54,443","00:19:59,697",train,female
dia301_utt10.wav,3015,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",Rachel,neutral,neutral,301,10,1,20,"00:19:57,321","00:20:07,622",train,female
dia301_utt11.wav,3016,Yeah... I'm pretty sure I'm still gonna marry him.,Mindy,joy,positive,301,11,1,20,"00:20:03,744","00:20:07,622",train,female
dia301_utt12.wav,3017,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",Rachel,disgust,negative,301,12,1,20,"00:20:08,749","00:20:16,214",train,female
dia301_utt13.wav,3018,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",Mindy,neutral,neutral,301,13,1,20,"00:20:17,007","00:20:24,972",train,female
dia301_utt14.wav,3019,Oh God.,Rachel,surprise,negative,301,14,1,20,"00:20:34,358","00:20:35,858",train,female
dia301_utt15.wav,3020,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,Mindy,fear,negative,301,15,1,20,"00:20:36,360","00:20:42,365",train,female
dia301_utt16.wav,3021,And I hope Barry doesn't kill you and eat you in Aruba.,Rachel,sadness,negative,301,16,1,20,"00:20:43,617","00:20:46,702",train,female
dia302_utt0.wav,3022,"Listen, Robert’s gonna be here any second so, will one of you just tell him?",Phoebe,neutral,neutral,302,0,3,13,"00:16:52,761","00:16:57,015",train,female
dia302_utt1.wav,3023,Oh.,Ross,sadness,negative,302,1,3,13,"00:16:57,182","00:16:58,683",train,male
dia302_utt2.wav,3024,"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",Phoebe,fear,negative,302,2,3,13,"00:16:58,851","00:17:08,901",train,female
dia302_utt3.wav,3025,"We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.",Chandler,anger,negative,302,3,3,13,"00:17:04,648","00:17:08,901",train,male
dia302_utt4.wav,3026,"He’s right, even if it’s to say something complementary.",Ross,neutral,neutral,302,4,3,13,"00:17:11,488","00:17:15,324",train,male
dia302_utt5.wav,3027,Hey!,Robert,surprise,positive,302,5,3,13,"0:17:18,787","0:17:19,288",train,male
dia302_utt6.wav,3028,Hey.,Phoebe,neutral,neutral,302,6,3,13,"0:17:19,288","0:17:20,717",train,female
dia302_utt7.wav,3029,"So are ready for the gym? They’ve got this new rock climbing wall, we can spot each other.",Robert,neutral,neutral,302,7,3,13,"00:17:20,831","00:17:29,505",train,male
dia302_utt8.wav,3030,"No, I can spot you from here.",Phoebe,neutral,neutral,302,8,3,13,"00:17:26,962","00:17:29,505",train,female
dia302_utt9.wav,3031,What?,Robert,surprise,negative,302,9,3,13,"00:17:32,634","00:17:34,135",train,male
dia302_utt10.wav,3032,"Okay, listen Robert...",Phoebe,neutral,neutral,302,10,3,13,"00:17:35,012","00:17:37,555",train,female
dia303_utt0.wav,3033,I don’t have time for this.,Phoebe,anger,negative,303,0,2,5,"00:11:10,795","00:11:12,921",train,female
dia303_utt1.wav,3034,"No, that is what the game is.",Monica,neutral,neutral,303,1,2,5,"00:11:13,089","00:11:16,758",train,female
dia304_utt0.wav,3035,Which you just gave up really quickly.,Phoebe,neutral,neutral,304,0,3,5,"00:11:13,089","00:11:16,758",train,female
dia304_utt1.wav,3036,Have you seen Joey?,Chandler,neutral,neutral,304,1,3,5,"0:11:19,428","0:11:20,304",train,male
dia304_utt2.wav,3037,What’s the matter?,Monica,neutral,neutral,304,2,3,5,"0:11:20,304","0:11:21,320",train,female
dia304_utt3.wav,3038,"Oh, just this!  Y’know what it’s my fault really, because the couch is usually where we",Chandler,neutral,neutral,304,3,3,5,"00:11:21,430","00:11:37,529",train,male
dia304_utt4.wav,3039,"Hey, does somebody wanna hand me one of those tiles.",Joey,neutral,neutral,304,4,3,5,"00:11:35,236","00:11:37,529",train,male
dia304_utt5.wav,3040,What’s going on?,Chandler,surprise,negative,304,5,3,5,"0:11:39,949","0:11:40,841",train,male
dia304_utt6.wav,3041,He’s retiling my floor.,Monica,neutral,neutral,304,6,3,5,"0:11:40,841","0:11:42,745",train,female
dia304_utt7.wav,3042,Yo!! Spackel boy! Get up!,Chandler,neutral,neutral,304,7,3,5,"00:11:43,244","00:11:49,624",train,male
dia304_utt8.wav,3043,"Ah-ah-ah, now you started this, you will finish it.",Monica,anger,negative,304,8,3,5,"00:11:46,622","00:11:49,624",train,female
dia304_utt9.wav,3044,He started mine first!,Chandler,anger,negative,304,9,3,5,"00:11:49,792","00:11:51,626",train,male
dia304_utt10.wav,3045,"Build the unit Cinderelly, lay the tile Cinderelly.",Phoebe,anger,negative,304,10,3,5,"00:11:51,794","00:11:54,754",train,female
dia305_utt0.wav,3046,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,Chandler,joy,positive,305,0,3,15,"00:02:33,236","00:02:36,446",train,male
dia305_utt1.wav,3047,Can I help you?,Issac,neutral,neutral,305,1,3,15,"00:02:39,826","00:02:40,868",train,male
dia305_utt2.wav,3048,Uh-oh.,Chandler,fear,negative,305,2,3,15,"00:02:41,244","00:02:43,162",train,male
dia305_utt3.wav,3049,"Uh, y'know what, we’re having second thoughts about our copying needs. And we’ll need a little more time to think about it.",Joey,neutral,neutral,305,3,3,15,"00:02:44,622","00:02:54,756",train,male
